cell_line_id,drug,target_gene,target_token,target_rank,n_cells,top5,top10,top50,top100
CVCL_1717,Adagrasib,KRAS,6780,,117888,False,False,False,False
CVCL_1495,Adagrasib,KRAS,6780,,64861,False,False,False,False
CVCL_0366,Adagrasib,KRAS,6780,,63167,False,False,False,False
CVCL_1055,Adagrasib,KRAS,6780,,118774,False,False,False,False
CVCL_0371,Adagrasib,KRAS,6780,,146984,False,False,False,False
CVCL_0428,Adagrasib,KRAS,6780,,14463,False,False,False,False
CVCL_0152,Adagrasib,KRAS,6780,,1879,False,False,False,False
CVCL_1119,Adagrasib,KRAS,6780,,67591,False,False,False,False
CVCL_0069,Adagrasib,KRAS,6780,,20857,False,False,False,False
CVCL_1715,Adagrasib,KRAS,6780,,15149,False,False,False,False
CVCL_0332,Adagrasib,KRAS,6780,,1117,False,False,False,False
CVCL_0459,Adagrasib,KRAS,6780,,15490,False,False,False,False
CVCL_1478,Adagrasib,KRAS,6780,,2748,False,False,False,False
CVCL_1285,Adagrasib,KRAS,6780,,5572,False,False,False,False
CVCL_0397,Adagrasib,KRAS,6780,,28511,False,False,False,False
CVCL_0131,Adagrasib,KRAS,6780,,42252,False,False,False,False
CVCL_0399,Adagrasib,KRAS,6780,,2988,False,False,False,False
CVCL_1724,Adagrasib,KRAS,6780,,6894,False,False,False,False
CVCL_0359,Adagrasib,KRAS,6780,,3063,False,False,False,False
CVCL_0371,Berbamine,CACNA1C,9354,,69002,False,False,False,False
CVCL_0428,Berbamine,CACNA1C,9354,,16068,False,False,False,False
CVCL_0069,Berbamine,CACNA1C,9354,,19178,False,False,False,False
CVCL_1055,Berbamine,CACNA1C,9354,,137381,False,False,False,False
CVCL_1119,Berbamine,CACNA1C,9354,,65662,False,False,False,False
CVCL_1550,Berbamine,CACNA1C,9354,,126543,False,False,False,False
CVCL_0366,Berbamine,CACNA1C,9354,,74354,False,False,False,False
CVCL_1717,Berbamine,CACNA1C,9354,,98446,False,False,False,False
CVCL_0480,Berbamine,CACNA1C,9354,,215905,False,False,False,False
CVCL_0131,Berbamine,CACNA1C,9354,,25859,False,False,False,False
CVCL_0293,Berbamine,CACNA1C,9354,,47875,False,False,False,False
CVCL_0397,Berbamine,CACNA1C,9354,,17544,False,False,False,False
CVCL_1495,Berbamine,CACNA1C,9354,,65165,False,False,False,False
CVCL_1635,Berbamine,CACNA1C,9354,,82711,False,False,False,False
CVCL_1547,Berbamine,CACNA1C,9354,,106233,False,False,False,False
CVCL_1715,Berbamine,CACNA1C,9354,,5435,False,False,False,False
CVCL_0292,Berbamine,CACNA1C,9354,,18346,False,False,False,False
CVCL_1285,Berbamine,CACNA1C,9354,,3470,False,False,False,False
CVCL_0359,Berbamine,CACNA1C,9354,,5828,False,False,False,False
CVCL_1577,Berbamine,CACNA1C,9354,,9635,False,False,False,False
CVCL_1724,Berbamine,CACNA1C,9354,,3403,False,False,False,False
CVCL_0459,Berbamine,CACNA1C,9354,,7409,False,False,False,False
CVCL_0152,Berbamine,CACNA1C,9354,,1923,False,False,False,False
CVCL_1635,Retinoic acid,RARB,1369,,391048,False,False,False,False
CVCL_1550,Retinoic acid,RARB,1369,,630592,False,False,False,False
CVCL_1495,Retinoic acid,RARB,1369,,349684,False,False,False,False
CVCL_0293,Retinoic acid,RARB,1369,,238220,False,False,False,False
CVCL_0480,Retinoic acid,RARB,1369,5177.0,840360,False,False,False,False
CVCL_0371,Retinoic acid,RARB,1369,4894.0,628472,False,False,False,False
CVCL_1577,Retinoic acid,RARB,1369,,24128,False,False,False,False
CVCL_0069,Retinoic acid,RARB,1369,,49232,False,False,False,False
CVCL_0366,Retinoic acid,RARB,1369,,191736,False,False,False,False
CVCL_1119,Retinoic acid,RARB,1369,193.0,304100,False,False,False,False
CVCL_0292,Retinoic acid,RARB,1369,,84828,False,False,False,False
CVCL_1717,Retinoic acid,RARB,1369,4688.0,457220,False,False,False,False
CVCL_0397,Retinoic acid,RARB,1369,,63864,False,False,False,False
CVCL_1547,Retinoic acid,RARB,1369,,473024,False,False,False,False
CVCL_1715,Retinoic acid,RARB,1369,,25600,False,False,False,False
CVCL_1055,Retinoic acid,RARB,1369,,508792,False,False,False,False
CVCL_0131,Retinoic acid,RARB,1369,,42144,False,False,False,False
CVCL_0371,Pasireotide (acetate),SSTR1,7884,11488.0,423308,False,False,False,False
CVCL_1119,Pasireotide (acetate),SSTR1,7884,4872.0,287360,False,False,False,False
CVCL_1547,Pasireotide (acetate),SSTR1,7884,342.0,451448,False,False,False,False
CVCL_1635,Pasireotide (acetate),SSTR1,7884,3729.0,387784,False,False,False,False
CVCL_1495,Pasireotide (acetate),SSTR1,7884,1560.0,353708,False,False,False,False
CVCL_1715,Pasireotide (acetate),SSTR1,7884,,23220,False,False,False,False
CVCL_0480,Pasireotide (acetate),SSTR1,7884,13451.0,867336,False,False,False,False
CVCL_0069,Pasireotide (acetate),SSTR1,7884,2866.0,55936,False,False,False,False
CVCL_1717,Pasireotide (acetate),SSTR1,7884,2304.0,410636,False,False,False,False
CVCL_1550,Pasireotide (acetate),SSTR1,7884,4085.0,629072,False,False,False,False
CVCL_1055,Pasireotide (acetate),SSTR1,7884,10909.0,326140,False,False,False,False
CVCL_0292,Pasireotide (acetate),SSTR1,7884,,78000,False,False,False,False
CVCL_0366,Pasireotide (acetate),SSTR1,7884,2057.0,195124,False,False,False,False
CVCL_0293,Pasireotide (acetate),SSTR1,7884,4076.0,227796,False,False,False,False
CVCL_0131,Pasireotide (acetate),SSTR1,7884,3368.0,87512,False,False,False,False
CVCL_0359,Pasireotide (acetate),SSTR1,7884,,6536,False,False,False,False
CVCL_0459,Pasireotide (acetate),SSTR1,7884,,19800,False,False,False,False
CVCL_0397,Pasireotide (acetate),SSTR1,7884,,64632,False,False,False,False
CVCL_0428,Pasireotide (acetate),SSTR1,7884,,20944,False,False,False,False
CVCL_1055,Palmatine (chloride),IDO1,6418,,112920,False,False,False,False
CVCL_0480,Palmatine (chloride),IDO1,6418,,196227,False,False,False,False
CVCL_1547,Palmatine (chloride),IDO1,6418,,110929,False,False,False,False
CVCL_1119,Palmatine (chloride),IDO1,6418,,83601,False,False,False,False
CVCL_1724,Palmatine (chloride),IDO1,6418,,5502,False,False,False,False
CVCL_0371,Palmatine (chloride),IDO1,6418,,112771,False,False,False,False
CVCL_0366,Palmatine (chloride),IDO1,6418,,71910,False,False,False,False
CVCL_0293,Palmatine (chloride),IDO1,6418,,77156,False,False,False,False
CVCL_1550,Palmatine (chloride),IDO1,6418,,131950,False,False,False,False
CVCL_1495,Palmatine (chloride),IDO1,6418,,104767,False,False,False,False
CVCL_1717,Palmatine (chloride),IDO1,6418,,103157,False,False,False,False
CVCL_0099,Palmatine (chloride),IDO1,6418,,1178,False,False,False,False
CVCL_0428,Palmatine (chloride),IDO1,6418,,26221,False,False,False,False
CVCL_0292,Palmatine (chloride),IDO1,6418,,12804,False,False,False,False
CVCL_1635,Palmatine (chloride),IDO1,6418,,67053,False,False,False,False
CVCL_0359,Palmatine (chloride),IDO1,6418,,7348,False,False,False,False
CVCL_0131,Palmatine (chloride),IDO1,6418,,25758,False,False,False,False
CVCL_1715,Palmatine (chloride),IDO1,6418,,8915,False,False,False,False
CVCL_1285,Palmatine (chloride),IDO1,6418,,7168,False,False,False,False
CVCL_0459,Palmatine (chloride),IDO1,6418,,13345,False,False,False,False
CVCL_1577,Palmatine (chloride),IDO1,6418,,13059,False,False,False,False
CVCL_0069,Palmatine (chloride),IDO1,6418,,15025,False,False,False,False
CVCL_0397,Palmatine (chloride),IDO1,6418,,22423,False,False,False,False
CVCL_1125,Palmatine (chloride),IDO1,6418,,602,False,False,False,False
CVCL_0397,Raltitrexed,TYMS,14155,,9893,False,False,False,False
CVCL_1547,Raltitrexed,TYMS,14155,6655.0,82346,False,False,False,False
CVCL_1550,Raltitrexed,TYMS,14155,,116576,False,False,False,False
CVCL_0069,Raltitrexed,TYMS,14155,,9458,False,False,False,False
CVCL_0480,Raltitrexed,TYMS,14155,,217917,False,False,False,False
CVCL_1495,Raltitrexed,TYMS,14155,,58802,False,False,False,False
CVCL_1119,Raltitrexed,TYMS,14155,,57700,False,False,False,False
CVCL_0293,Raltitrexed,TYMS,14155,,52519,False,False,False,False
CVCL_1635,Raltitrexed,TYMS,14155,,72451,False,False,False,False
CVCL_0371,Raltitrexed,TYMS,14155,,100469,False,False,False,False
CVCL_1724,Raltitrexed,TYMS,14155,,1745,False,False,False,False
CVCL_1577,Raltitrexed,TYMS,14155,,3933,False,False,False,False
CVCL_0366,Raltitrexed,TYMS,14155,,39904,False,False,False,False
CVCL_1717,Raltitrexed,TYMS,14155,,105039,False,False,False,False
CVCL_1055,Raltitrexed,TYMS,14155,,83029,False,False,False,False
CVCL_1285,Raltitrexed,TYMS,14155,,3067,False,False,False,False
CVCL_0292,Raltitrexed,TYMS,14155,,19817,False,False,False,False
CVCL_0131,Raltitrexed,TYMS,14155,,22277,False,False,False,False
CVCL_0399,Raltitrexed,TYMS,14155,,2905,False,False,False,False
CVCL_1715,Raltitrexed,TYMS,14155,,14352,False,False,False,False
CVCL_1285,Furosemide,SLC12A1,1279,,7726,False,False,False,False
CVCL_1717,Furosemide,SLC12A1,1279,,117240,False,False,False,False
CVCL_1547,Furosemide,SLC12A1,1279,,131736,False,False,False,False
CVCL_0397,Furosemide,SLC12A1,1279,,33078,False,False,False,False
CVCL_0371,Furosemide,SLC12A1,1279,,121632,False,False,False,False
CVCL_0069,Furosemide,SLC12A1,1279,,28520,False,False,False,False
CVCL_1119,Furosemide,SLC12A1,1279,,108228,False,False,False,False
CVCL_1635,Furosemide,SLC12A1,1279,,96798,False,False,False,False
CVCL_0480,Furosemide,SLC12A1,1279,,281842,False,False,False,False
CVCL_1550,Furosemide,SLC12A1,1279,,181888,False,False,False,False
CVCL_1715,Furosemide,SLC12A1,1279,,19410,False,False,False,False
CVCL_0366,Furosemide,SLC12A1,1279,,56114,False,False,False,False
CVCL_0293,Furosemide,SLC12A1,1279,,90818,False,False,False,False
CVCL_1055,Furosemide,SLC12A1,1279,,76576,False,False,False,False
CVCL_1495,Furosemide,SLC12A1,1279,,107826,False,False,False,False
CVCL_0292,Furosemide,SLC12A1,1279,,31772,False,False,False,False
CVCL_0399,Furosemide,SLC12A1,1279,,3788,False,False,False,False
CVCL_0131,Furosemide,SLC12A1,1279,,58706,False,False,False,False
CVCL_0359,Furosemide,SLC12A1,1279,,10760,False,False,False,False
CVCL_0320,Furosemide,SLC12A1,1279,,1174,False,False,False,False
CVCL_1531,Furosemide,SLC12A1,1279,,2188,False,False,False,False
CVCL_0428,Furosemide,SLC12A1,1279,,22154,False,False,False,False
CVCL_1550,Clotrimazole,CYP2A6,43035,,258888,False,False,False,False
CVCL_0480,Clotrimazole,CYP2A6,43035,,293038,False,False,False,False
CVCL_0293,Clotrimazole,CYP2A6,43035,,137836,False,False,False,False
CVCL_1285,Clotrimazole,CYP2A6,43035,,8828,False,False,False,False
CVCL_1635,Clotrimazole,CYP2A6,43035,,99192,False,False,False,False
CVCL_0131,Clotrimazole,CYP2A6,43035,,73938,False,False,False,False
CVCL_1495,Clotrimazole,CYP2A6,43035,,115418,False,False,False,False
CVCL_1547,Clotrimazole,CYP2A6,43035,,150404,False,False,False,False
CVCL_0292,Clotrimazole,CYP2A6,43035,,22462,False,False,False,False
CVCL_0366,Clotrimazole,CYP2A6,43035,,65510,False,False,False,False
CVCL_1717,Clotrimazole,CYP2A6,43035,,146264,False,False,False,False
CVCL_0371,Clotrimazole,CYP2A6,43035,,131314,False,False,False,False
CVCL_0428,Clotrimazole,CYP2A6,43035,,13734,False,False,False,False
CVCL_1055,Clotrimazole,CYP2A6,43035,,119162,False,False,False,False
CVCL_0359,Clotrimazole,CYP2A6,43035,,8158,False,False,False,False
CVCL_1715,Clotrimazole,CYP2A6,43035,,18672,False,False,False,False
CVCL_0069,Clotrimazole,CYP2A6,43035,,14988,False,False,False,False
CVCL_1119,Clotrimazole,CYP2A6,43035,,111572,False,False,False,False
CVCL_0397,Clotrimazole,CYP2A6,43035,,29968,False,False,False,False
CVCL_0292,Sodium Salicylate,PTGS2,1242,,23956,False,False,False,False
CVCL_0371,Sodium Salicylate,PTGS2,1242,,96383,False,False,False,False
CVCL_0366,Sodium Salicylate,PTGS2,1242,,47088,False,False,False,False
CVCL_1119,Sodium Salicylate,PTGS2,1242,,59867,False,False,False,False
CVCL_0293,Sodium Salicylate,PTGS2,1242,,59622,False,False,False,False
CVCL_0131,Sodium Salicylate,PTGS2,1242,,24376,False,False,False,False
CVCL_1547,Sodium Salicylate,PTGS2,1242,,97586,False,False,False,False
CVCL_1495,Sodium Salicylate,PTGS2,1242,,76005,False,False,False,False
CVCL_0069,Sodium Salicylate,PTGS2,1242,,15705,False,False,False,False
CVCL_0152,Sodium Salicylate,PTGS2,1242,,603,False,False,False,False
CVCL_1635,Sodium Salicylate,PTGS2,1242,,66242,False,False,False,False
CVCL_1285,Sodium Salicylate,PTGS2,1242,,2976,False,False,False,False
CVCL_1577,Sodium Salicylate,PTGS2,1242,,8437,False,False,False,False
CVCL_0359,Sodium Salicylate,PTGS2,1242,,1766,False,False,False,False
CVCL_0428,Sodium Salicylate,PTGS2,1242,,5343,False,False,False,False
CVCL_1724,(R)-Verapamil (hydrochloride),ABCB1,1665,,2707,False,False,False,False
CVCL_1731,(R)-Verapamil (hydrochloride),ABCB1,1665,,729,False,False,False,False
CVCL_0099,Temsirolimus,MTOR,17846,,691,False,False,False,False
CVCL_0359,Temsirolimus,MTOR,17846,,3809,False,False,False,False
CVCL_1577,Temsirolimus,MTOR,17846,1348.0,7070,False,False,False,False
CVCL_0399,Temsirolimus,MTOR,17846,,1296,False,False,False,False
CVCL_0152,Tofacitinib,JAK1,10726,,5682,False,False,False,False
CVCL_1285,Tofacitinib,JAK1,10726,,16161,False,False,False,False
CVCL_0459,Tofacitinib,JAK1,10726,,24456,False,False,False,False
CVCL_0099,Trimetrexate,DHFR,28211,,1903,False,False,False,False
CVCL_0099,Gemfibrozil,PPARA,16342,,6125,False,False,False,False
CVCL_1577,Gemfibrozil,PPARA,16342,,36885,False,False,False,False
CVCL_0152,Tolcapone,COMT,1996,,1250,False,False,False,False
CVCL_0459,Tolcapone,COMT,1996,,5300,False,False,False,False
CVCL_0459,Terfenadine,HRH1,17153,,9738,False,False,False,False
CVCL_0069,Aliskiren,REN,8469,,15120,False,False,False,False
CVCL_1478,Fluvoxamine (maleate),SLC6A4,3554,,2474,False,False,False,False
CVCL_1577,Fluvoxamine (maleate),SLC6A4,3554,,6512,False,False,False,False
CVCL_0399,Fluvoxamine (maleate),SLC6A4,3554,,2019,False,False,False,False
CVCL_0397,Fluvoxamine (maleate),SLC6A4,3554,,7373,False,False,False,False
CVCL_1478,Idarubicin (hydrochloride),TOP2A,6488,,546,False,False,False,False
CVCL_0459,Idarubicin (hydrochloride),TOP2A,6488,,575,False,False,False,False
CVCL_0399,Idarubicin (hydrochloride),TOP2A,6488,,2259,False,False,False,False
CVCL_0099,Idarubicin (hydrochloride),TOP2A,6488,,1092,False,False,False,False
CVCL_1715,Elagolix sodium,GNRHR,3644,,3693,False,False,False,False
CVCL_1285,Elagolix sodium,GNRHR,3644,,1864,False,False,False,False
CVCL_0152,Resveratrol,SIRT1,2068,,1647,False,False,False,False
CVCL_0359,Resveratrol,SIRT1,2068,,1756,False,False,False,False
CVCL_0399,Resveratrol,SIRT1,2068,,2771,False,False,False,False
CVCL_1724,Resveratrol,SIRT1,2068,,3947,False,False,False,False
CVCL_1715,Resveratrol,SIRT1,2068,,867,False,False,False,False
CVCL_0359,Rapamycin,MTOR,17846,,1660,False,False,False,False
CVCL_0152,Rapamycin,MTOR,17846,,1058,False,False,False,False
CVCL_1577,Rapamycin,MTOR,17846,,8528,False,False,False,False
CVCL_0459,Rapamycin,MTOR,17846,,3134,False,False,False,False
CVCL_0099,Tofacitinib (citrate),JAK1,10726,,1761,False,False,False,False
CVCL_0399,Tofacitinib (citrate),JAK1,10726,,4932,False,False,False,False
CVCL_0359,Thymol,TRPA1,2901,,604,False,False,False,False
CVCL_1577,Thymol,TRPA1,2901,,4730,False,False,False,False
CVCL_0320,Thymol,TRPA1,2901,6.0,546,False,True,True,True
CVCL_0459,Thymol,TRPA1,2901,120.0,2600,False,False,False,False
CVCL_1531,Almonertinib (hydrochloride),EGFR,8862,,545,False,False,False,False
CVCL_1577,Vilanterol,ADRB2,12551,,4769,False,False,False,False
CVCL_0459,Vilanterol,ADRB2,12551,,2613,False,False,False,False
CVCL_0399,Vilanterol,ADRB2,12551,,1835,False,False,False,False
CVCL_1715,Vilanterol,ADRB2,12551,,1192,False,False,False,False
CVCL_0099,Vilanterol,ADRB2,12551,,865,False,False,False,False
CVCL_0332,Lenalidomide (hemihydrate),CRBN,4237,,1530,False,False,False,False
CVCL_0179,Lenalidomide (hemihydrate),CRBN,4237,,1770,False,False,False,False
CVCL_1239,Lenalidomide (hemihydrate),CRBN,4237,,2022,False,False,False,False
CVCL_1715,Lenalidomide (hemihydrate),CRBN,4237,,3018,False,False,False,False
CVCL_1478,Lenalidomide (hemihydrate),CRBN,4237,,6078,False,False,False,False
CVCL_0152,Pentamidine (isethionate),PRLR,4189,,558,False,False,False,False
CVCL_1724,Pentamidine (isethionate),PRLR,4189,,2230,False,False,False,False
CVCL_0099,Pentamidine (isethionate),PRLR,4189,,707,False,False,False,False
CVCL_0152,Adenosine,ADORA1,11012,,1904,False,False,False,False
CVCL_1239,Sulfisoxazole,EDNRA,9424,,1490,False,False,False,False
CVCL_0152,Norepinephrine (hydrochloride),ADRA1A,5113,,8407,False,False,False,False
CVCL_0459,Norepinephrine (hydrochloride),ADRA1A,5113,,33089,False,False,False,False
CVCL_0459,Lidocaine (hydrochloride),MAP2K1,12490,,8787,False,False,False,False
CVCL_0428,Lidocaine (hydrochloride),MAP2K1,12490,,8397,False,False,False,False
CVCL_0397,Lidocaine (hydrochloride),MAP2K1,12490,,11415,False,False,False,False
CVCL_0099,Mitoxantrone (dihydrochloride),TOP2A,6488,,2457,False,False,False,False
CVCL_1285,Mitoxantrone (dihydrochloride),TOP2A,6488,,4644,False,False,False,False
CVCL_1724,Larotrectinib,NTRK1,17704,,9348,False,False,False,False
CVCL_0359,Larotrectinib,NTRK1,17704,,7398,False,False,False,False
CVCL_1715,Larotrectinib,NTRK1,17704,590.0,10218,False,False,False,False
CVCL_1056,Cepharanthine,CYP3A4,10539,,2277,False,False,False,False
CVCL_1577,Cepharanthine,CYP3A4,10539,,6699,False,False,False,False
CVCL_1715,Cepharanthine,CYP3A4,10539,,10920,False,False,False,False
CVCL_1531,Radotinib,ABL1,2073,,882,False,False,False,False
CVCL_0399,Radotinib,ABL1,2073,,1776,False,False,False,False
CVCL_1635,Docetaxel,TUBB1,2455,,18456,False,False,False,False
CVCL_0069,Docetaxel,TUBB1,2455,,8094,False,False,False,False
CVCL_0397,Docetaxel,TUBB1,2455,844.0,16458,False,False,False,False
CVCL_1724,Tucidinostat,HDAC1,4573,,25560,False,False,False,False
CVCL_0099,Tucidinostat,HDAC1,4573,,9552,False,False,False,False
CVCL_1731,Triamcinolone,NR3C1,4201,,521,False,False,False,False
CVCL_0399,Triamcinolone,NR3C1,4201,,1242,False,False,False,False
CVCL_0428,Triamcinolone,NR3C1,4201,,10362,False,False,False,False
CVCL_1285,Triamcinolone,NR3C1,4201,,2872,False,False,False,False
CVCL_1577,Triamcinolone,NR3C1,4201,,10263,False,False,False,False
CVCL_1531,Rimonabant,CNR1,4808,,1759,False,False,False,False
CVCL_1285,Rimonabant,CNR1,4808,,3513,False,False,False,False
CVCL_1724,Rimonabant,CNR1,4808,,1290,False,False,False,False
CVCL_1577,Rimonabant,CNR1,4808,,5165,False,False,False,False
CVCL_0459,Pentagastrin,CCKBR,3753,,3627,False,False,False,False
CVCL_0152,Pentagastrin,CCKBR,3753,,668,False,False,False,False
CVCL_0359,Lumateperone (tosylate),HTR2A,2679,,8138,False,False,False,False
CVCL_1731,Lumateperone (tosylate),HTR2A,2679,,1506,False,False,False,False
CVCL_0069,Relugolix,GNRHR,3644,2103.0,12559,False,False,False,False
CVCL_0459,Relugolix,GNRHR,3644,,688,False,False,False,False
CVCL_1285,Relugolix,GNRHR,3644,,1502,False,False,False,False
CVCL_0459,Medroxyprogesterone acetate,PGR,1561,,3508,False,False,False,False
CVCL_1478,Medroxyprogesterone acetate,PGR,1561,,1239,False,False,False,False
CVCL_1724,Medroxyprogesterone acetate,PGR,1561,,1947,False,False,False,False
CVCL_0292,Neratinib (maleate),EGFR,8862,,25106,False,False,False,False
CVCL_1478,Neratinib (maleate),EGFR,8862,,1180,False,False,False,False
CVCL_0152,Sinomenine,OPRM1,3993,,1793,False,False,False,False
CVCL_1724,Sinomenine,OPRM1,3993,,1985,False,False,False,False
CVCL_0359,Goserelin (acetate),GNRHR,3644,,2316,False,False,False,False
CVCL_0320,Goserelin (acetate),GNRHR,3644,582.0,731,False,False,False,False
CVCL_0428,Balsalazide (sodium hydrate),IL6,7244,3197.0,9732,False,False,False,False
CVCL_0399,Balsalazide (sodium hydrate),IL6,7244,,3748,False,False,False,False
CVCL_1724,Selinexor,XPO1,1582,,4702,False,False,False,False
CVCL_0428,Amsacrine,TOP2A,6488,,10675,False,False,False,False
CVCL_1577,Amsacrine,TOP2A,6488,,2449,False,False,False,False
CVCL_1478,Amsacrine,TOP2A,6488,,1205,False,False,False,False
CVCL_0428,Clonidine (hydrochloride),ADRA2A,9306,,51897,False,False,False,False
CVCL_1285,Clonidine (hydrochloride),ADRA2A,9306,,7608,False,False,False,False
CVCL_0320,Berbamine,CACNA1C,9354,,605,False,False,False,False
CVCL_0428,Retinoic acid,RARB,1369,,31736,False,False,False,False
CVCL_0459,Retinoic acid,RARB,1369,,23076,False,False,False,False
CVCL_1724,Retinoic acid,RARB,1369,,4324,False,False,False,False
CVCL_1531,Retinoic acid,RARB,1369,,3376,False,False,False,False
CVCL_1285,Pasireotide (acetate),SSTR1,7884,,8468,False,False,False,False
CVCL_0099,Pasireotide (acetate),SSTR1,7884,,5028,False,False,False,False
CVCL_0152,Pasireotide (acetate),SSTR1,7884,,4136,False,False,False,False
CVCL_1478,Palmatine (chloride),IDO1,6418,,1993,False,False,False,False
CVCL_1731,Palmatine (chloride),IDO1,6418,,623,False,False,False,False
CVCL_0399,Palmatine (chloride),IDO1,6418,,1196,False,False,False,False
CVCL_1478,Raltitrexed,TYMS,14155,,519,False,False,False,False
CVCL_0459,Raltitrexed,TYMS,14155,,3571,False,False,False,False
CVCL_1531,Raltitrexed,TYMS,14155,,1295,False,False,False,False
CVCL_0428,Raltitrexed,TYMS,14155,,4440,False,False,False,False
CVCL_0459,Furosemide,SLC12A1,1279,,7358,False,False,False,False
CVCL_1478,Furosemide,SLC12A1,1279,,2554,False,False,False,False
CVCL_1724,Furosemide,SLC12A1,1279,,4570,False,False,False,False
CVCL_0459,Clotrimazole,CYP2A6,43035,,3410,False,False,False,False
CVCL_0152,Clotrimazole,CYP2A6,43035,,1186,False,False,False,False
CVCL_1715,Sodium Salicylate,PTGS2,1242,,5135,False,False,False,False
CVCL_0459,Sodium Salicylate,PTGS2,1242,,1355,False,False,False,False
CVCL_0399,Sodium Salicylate,PTGS2,1242,,1331,False,False,False,False
CVCL_1531,(R)-Verapamil (hydrochloride),ABCB1,1665,,2598,False,False,False,False
CVCL_0359,(R)-Verapamil (hydrochloride),ABCB1,1665,,2719,False,False,False,False
CVCL_1478,(R)-Verapamil (hydrochloride),ABCB1,1665,,1233,False,False,False,False
CVCL_1715,Tofacitinib,JAK1,10726,,9534,False,False,False,False
CVCL_1239,Tofacitinib,JAK1,10726,,3453,False,False,False,False
CVCL_0428,Tofacitinib,JAK1,10726,,17169,False,False,False,False
CVCL_0504,Trimetrexate,DHFR,28211,,578,False,False,False,False
CVCL_1239,Trimetrexate,DHFR,28211,,1234,False,False,False,False
CVCL_1478,Trimetrexate,DHFR,28211,,535,False,False,False,False
CVCL_1381,Trimetrexate,DHFR,28211,,529,False,False,False,False
CVCL_0359,Gemfibrozil,PPARA,16342,,14735,False,False,False,False
CVCL_1531,Gemfibrozil,PPARA,16342,,6400,False,False,False,False
CVCL_0546,Gemfibrozil,PPARA,16342,,3340,False,False,False,False
CVCL_0459,Gemfibrozil,PPARA,16342,,17880,False,False,False,False
CVCL_1577,Tolcapone,COMT,1996,,2952,False,False,False,False
CVCL_1715,Tolcapone,COMT,1996,,6014,False,False,False,False
CVCL_0359,Tolcapone,COMT,1996,,3592,False,False,False,False
CVCL_0399,Tolcapone,COMT,1996,,2497,False,False,False,False
CVCL_1577,Aliskiren,REN,8469,,7040,False,False,False,False
CVCL_1478,Aliskiren,REN,8469,,905,False,False,False,False
CVCL_0152,Fluvoxamine (maleate),SLC6A4,3554,,582,False,False,False,False
CVCL_1577,Idarubicin (hydrochloride),TOP2A,6488,,3656,False,False,False,False
CVCL_1724,Elagolix sodium,GNRHR,3644,,2703,False,False,False,False
CVCL_1478,Elagolix sodium,GNRHR,3644,,679,False,False,False,False
CVCL_1239,Resveratrol,SIRT1,2068,,537,False,False,False,False
CVCL_1531,Rapamycin,MTOR,17846,,6130,False,False,False,False
CVCL_1478,Rapamycin,MTOR,17846,,1198,False,False,False,False
CVCL_0152,Tofacitinib (citrate),JAK1,10726,,6225,False,False,False,False
CVCL_0459,Tofacitinib (citrate),JAK1,10726,,6114,False,False,False,False
CVCL_0546,Tofacitinib (citrate),JAK1,10726,,1965,False,False,False,False
CVCL_1056,Thymol,TRPA1,2901,,617,False,False,False,False
CVCL_0459,Almonertinib (hydrochloride),EGFR,8862,,5780,False,False,False,False
CVCL_0152,Almonertinib (hydrochloride),EGFR,8862,,1130,False,False,False,False
CVCL_1478,Almonertinib (hydrochloride),EGFR,8862,,1443,False,False,False,False
CVCL_0359,Vilanterol,ADRB2,12551,,855,False,False,False,False
CVCL_1239,Vilanterol,ADRB2,12551,,590,False,False,False,False
CVCL_0023,Vilanterol,ADRB2,12551,,645,False,False,False,False
CVCL_0023,Pentamidine (isethionate),PRLR,4189,,620,False,False,False,False
CVCL_1531,Pentamidine (isethionate),PRLR,4189,,705,False,False,False,False
CVCL_0099,Adenosine,ADORA1,11012,,2032,False,False,False,False
CVCL_1285,Adenosine,ADORA1,11012,,10480,False,False,False,False
CVCL_0359,Adenosine,ADORA1,11012,,7992,False,False,False,False
CVCL_0179,Sulfisoxazole,EDNRA,9424,,1402,False,False,False,False
CVCL_1056,Norepinephrine (hydrochloride),ADRA1A,5113,,4004,False,False,False,False
CVCL_0399,Lidocaine (hydrochloride),MAP2K1,12490,,3750,False,False,False,False
CVCL_0069,Mitoxantrone (dihydrochloride),TOP2A,6488,,5124,False,False,False,False
CVCL_0459,Mitoxantrone (dihydrochloride),TOP2A,6488,,1548,False,False,False,False
CVCL_1285,Larotrectinib,NTRK1,17704,,1893,False,False,False,False
CVCL_1239,Cepharanthine,CYP3A4,10539,,1869,False,False,False,False
CVCL_1724,Radotinib,ABL1,2073,,926,False,False,False,False
CVCL_1478,Radotinib,ABL1,2073,,570,False,False,False,False
CVCL_0428,Docetaxel,TUBB1,2455,,8046,False,False,False,False
CVCL_0359,Tucidinostat,HDAC1,4573,,24012,False,False,False,False
CVCL_0459,Triamcinolone,NR3C1,4201,,656,False,False,False,False
CVCL_0099,Triamcinolone,NR3C1,4201,,579,False,False,False,False
CVCL_0320,Olanzapine,HTR2A,2679,,9087,False,False,False,False
CVCL_1731,Olanzapine,HTR2A,2679,,6253,False,False,False,False
CVCL_0359,Olanzapine,HTR2A,2679,,39169,False,False,False,False
CVCL_1715,Pentagastrin,CCKBR,3753,,3501,False,False,False,False
