drug,cell_line_id,n_rows,target_genes,gene_ranks,best_rank,n_in_top5,n_in_top10,n_in_top50,n_in_top100
Norepinephrine (hydrochloride),CVCL_1239,259,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_0359,123,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1278}",1278.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1285,1629,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 2811}",2811.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1715,231,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Larotrectinib,CVCL_1724,207,"NTRK1,NTRK2,NTRK3","{'NTRK1': 6286, 'NTRK2': inf, 'NTRK3': inf}",6286.0,0,0,0,0
Larotrectinib,CVCL_0399,90,"NTRK1,NTRK2,NTRK3","{'NTRK1': 4102, 'NTRK2': inf, 'NTRK3': inf}",4102.0,0,0,0,0
Cepharanthine,CVCL_1239,12,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_1285,414,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_0069,1056,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_0152,84,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Radotinib,CVCL_1239,12,ABL1,{'ABL1': inf},inf,0,0,0,0
Docetaxel,CVCL_0293,6444,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 2830, 'TUBB2A': 1183, 'TUBB2B': 15663, 'TUBB3': inf, 'TUBB4A': 4284, 'TUBB4B': 10833}",1183.0,0,0,0,0
Docetaxel,CVCL_1055,5832,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 3897, 'TUBB2A': 15565, 'TUBB2B': 11155, 'TUBB3': inf, 'TUBB4A': 6372, 'TUBB4B': 18374}",3897.0,0,0,0,0
Docetaxel,CVCL_0359,72,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': inf, 'TUBB2A': inf, 'TUBB2B': inf, 'TUBB3': inf, 'TUBB4A': inf, 'TUBB4B': inf}",inf,0,0,0,0
Docetaxel,CVCL_0428,2166,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 6109, 'TUBB2A': 14303, 'TUBB2B': 11341, 'TUBB3': inf, 'TUBB4A': 3891, 'TUBB4B': 13979}",3891.0,0,0,0,0
Docetaxel,CVCL_1717,5136,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 1934, 'TUBB2A': 9567, 'TUBB2B': 14113, 'TUBB3': inf, 'TUBB4A': 6528, 'TUBB4B': 8036}",1934.0,0,0,0,0
Tucidinostat,CVCL_1478,180,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 1877, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",1877.0,0,0,0,0
Tucidinostat,CVCL_1577,504,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 2806, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",2806.0,0,0,0,0
Tucidinostat,CVCL_0399,324,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 5681, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",5681.0,0,0,0,0
Tucidinostat,CVCL_1724,456,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 9302, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",9302.0,0,0,0,0
Triamcinolone,CVCL_1478,15,NR3C1,{'NR3C1': inf},inf,0,0,0,0
Triamcinolone,CVCL_1577,84,NR3C1,{'NR3C1': inf},inf,0,0,0,0
Olanzapine,CVCL_1285,1378,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': inf, 'ADRA1B': 6929, 'ADRA1D': inf, 'CHRM1': 8704, 'CHRM2': inf, 'CHRM3': inf, 'CHRM4': inf, 'CHRM5': inf, 'DRD2': 2158, 'DRD4': inf, 'HTR2A': inf, 'HTR2C': 795, 'HTR6': 3090}",795.0,0,0,0,0
Olanzapine,CVCL_0292,6006,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': inf, 'ADRA1B': 13984, 'ADRA1D': inf, 'CHRM1': 11972, 'CHRM2': inf, 'CHRM3': inf, 'CHRM4': 13698, 'CHRM5': 11072, 'DRD2': 2274, 'DRD4': inf, 'HTR2A': inf, 'HTR2C': 2057, 'HTR6': 1128}",1128.0,0,0,0,0
Rimonabant,CVCL_0292,549,CNR1,{'CNR1': inf},inf,0,0,0,0
Pentagastrin,CVCL_1239,97,CCKBR,{'CCKBR': inf},inf,0,0,0,0
Pentagastrin,CVCL_0459,556,CCKBR,{'CCKBR': inf},inf,0,0,0,0
Pentagastrin,CVCL_1285,453,CCKBR,{'CCKBR': inf},inf,0,0,0,0
Pentagastrin,CVCL_0399,347,CCKBR,{'CCKBR': inf},inf,0,0,0,0
Lumateperone (tosylate),CVCL_0332,6,"DRD2,HTR2A","{'DRD2': 398, 'HTR2A': inf}",398.0,0,0,0,0
Lumateperone (tosylate),CVCL_0099,40,"DRD2,HTR2A","{'DRD2': 1444, 'HTR2A': inf}",1444.0,0,0,0,0
Lumateperone (tosylate),CVCL_0399,154,"DRD2,HTR2A","{'DRD2': 642, 'HTR2A': inf}",642.0,0,0,0,0
Lumateperone (tosylate),CVCL_0459,310,"DRD2,HTR2A","{'DRD2': 3914, 'HTR2A': inf}",3914.0,0,0,0,0
Lumateperone (tosylate),CVCL_0179,4,"DRD2,HTR2A","{'DRD2': inf, 'HTR2A': inf}",inf,0,0,0,0
Lumateperone (tosylate),CVCL_1731,14,"DRD2,HTR2A","{'DRD2': 489, 'HTR2A': inf}",489.0,0,0,0,0
Relugolix,CVCL_1577,93,GNRHR,{'GNRHR': 8259},8259.0,0,0,0,0
Medroxyprogesterone acetate,CVCL_1724,102,PGR,{'PGR': inf},inf,0,0,0,0
Medroxyprogesterone acetate,CVCL_0399,71,PGR,{'PGR': inf},inf,0,0,0,0
Medroxyprogesterone acetate,CVCL_0292,375,PGR,{'PGR': inf},inf,0,0,0,0
Neratinib (maleate),CVCL_0459,408,"EGFR,ERBB2","{'EGFR': inf, 'ERBB2': inf}",inf,0,0,0,0
Neratinib (maleate),CVCL_0399,88,"EGFR,ERBB2","{'EGFR': inf, 'ERBB2': inf}",inf,0,0,0,0
Neratinib (maleate),CVCL_1715,252,"EGFR,ERBB2","{'EGFR': 4493, 'ERBB2': inf}",4493.0,0,0,0,0
Sinomenine,CVCL_0292,439,OPRM1,{'OPRM1': 6875},6875.0,0,0,0,0
Sinomenine,CVCL_1285,376,OPRM1,{'OPRM1': 9645},9645.0,0,0,0,0
Sinomenine,CVCL_1715,90,OPRM1,{'OPRM1': 11505},11505.0,0,0,0,0
Sinomenine,CVCL_0320,2,OPRM1,{'OPRM1': inf},inf,0,0,0,0
Goserelin (acetate),CVCL_0320,2,GNRHR,{'GNRHR': 855},855.0,0,0,0,0
Goserelin (acetate),CVCL_1531,32,GNRHR,{'GNRHR': 1063},1063.0,0,0,0,0
Goserelin (acetate),CVCL_0359,19,GNRHR,{'GNRHR': 3107},3107.0,0,0,0,0
Goserelin (acetate),CVCL_1724,52,GNRHR,{'GNRHR': 912},912.0,0,0,0,0
Balsalazide (sodium hydrate),CVCL_1239,140,"IL6,STAT3","{'IL6': 7977, 'STAT3': 6776}",6776.0,0,0,0,0
Balsalazide (sodium hydrate),CVCL_0152,168,"IL6,STAT3","{'IL6': 2754, 'STAT3': 6068}",2754.0,0,0,0,0
Balsalazide (sodium hydrate),CVCL_1285,590,"IL6,STAT3","{'IL6': 3512, 'STAT3': 10341}",3512.0,0,0,0,0
Balsalazide (sodium hydrate),CVCL_0397,674,"IL6,STAT3","{'IL6': 7048, 'STAT3': 5112}",5112.0,0,0,0,0
Balsalazide (sodium hydrate),CVCL_1478,28,"IL6,STAT3","{'IL6': inf, 'STAT3': inf}",inf,0,0,0,0
Selinexor,CVCL_1724,80,XPO1,{'XPO1': inf},inf,0,0,0,0
Clonidine (hydrochloride),CVCL_1715,552,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf}",inf,0,0,0,0
Clonidine (hydrochloride),CVCL_0399,102,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf}",inf,0,0,0,0
Adagrasib,CVCL_1577,84,KRAS,{'KRAS': inf},inf,0,0,0,0
Berbamine,CVCL_1724,117,CACNA1C,{'CACNA1C': inf},inf,0,0,0,0
Berbamine,CVCL_1577,101,CACNA1C,{'CACNA1C': inf},inf,0,0,0,0
Retinoic acid,CVCL_0099,224,"PPARD,RARA,RARB,RARG","{'PPARD': 956, 'RARA': inf, 'RARB': inf, 'RARG': inf}",956.0,0,0,0,0
Retinoic acid,CVCL_1239,148,"PPARD,RARA,RARB,RARG","{'PPARD': 6272, 'RARA': inf, 'RARB': inf, 'RARG': inf}",6272.0,0,0,0,0
Retinoic acid,CVCL_0359,44,"PPARD,RARA,RARB,RARG","{'PPARD': inf, 'RARA': inf, 'RARB': inf, 'RARG': inf}",inf,0,0,0,0
Palmatine (chloride),CVCL_0099,44,"IDO1,NS2B-NS3,WNV",{'IDO1': inf},inf,0,0,0,0
Raltitrexed,CVCL_1577,56,TYMS,{'TYMS': inf},inf,0,0,0,0
Furosemide,CVCL_0504,212,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_1097,320,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Clotrimazole,CVCL_1239,84,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 7366}",7366.0,0,0,0,0
Clotrimazole,CVCL_0152,184,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 6434}",6434.0,0,0,0,0
Clotrimazole,CVCL_0504,156,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 470}",470.0,0,0,0,0
Sodium Salicylate,CVCL_1531,32,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_0399,238,PTGS2,{'PTGS2': inf},inf,0,0,0,0
(R)-Verapamil (hydrochloride),CVCL_0546,2,ABCB1,{'ABCB1': inf},inf,0,0,0,0
Temsirolimus,CVCL_1577,110,MTOR,{'MTOR': 5052},5052.0,0,0,0,0
Tofacitinib,CVCL_0179,342,"JAK1,JAK2,JAK3","{'JAK1': 6775, 'JAK2': inf, 'JAK3': inf}",6775.0,0,0,0,0
Tofacitinib,CVCL_1239,264,"JAK1,JAK2,JAK3","{'JAK1': 5834, 'JAK2': inf, 'JAK3': inf}",5834.0,0,0,0,0
Tofacitinib,CVCL_0399,891,"JAK1,JAK2,JAK3","{'JAK1': 14663, 'JAK2': inf, 'JAK3': inf}",14663.0,0,0,0,0
Trimetrexate,CVCL_1478,35,DHFR,{'DHFR': inf},inf,0,0,0,0
Trimetrexate,CVCL_1731,40,DHFR,{'DHFR': inf},inf,0,0,0,0
Gemfibrozil,CVCL_0099,275,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': inf, 'CYP2C19': inf, 'CYP2C8': 6265, 'CYP2C9': inf, 'PPARA': inf}",6265.0,0,0,0,0
Gemfibrozil,CVCL_1478,125,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3153, 'CYP2C19': inf, 'CYP2C8': 4968, 'CYP2C9': inf, 'PPARA': inf}",3153.0,0,0,0,0
Terfenadine,CVCL_1056,5,HRH1,{'HRH1': inf},inf,0,0,0,0
Aliskiren,CVCL_0152,18,REN,{'REN': inf},inf,0,0,0,0
Aliskiren,CVCL_0504,4,REN,{'REN': inf},inf,0,0,0,0
Fluvoxamine (maleate),CVCL_1716,6,SLC6A4,{'SLC6A4': inf},inf,0,0,0,0
Fluvoxamine (maleate),CVCL_1715,109,SLC6A4,{'SLC6A4': inf},inf,0,0,0,0
Fluvoxamine (maleate),CVCL_1531,22,SLC6A4,{'SLC6A4': inf},inf,0,0,0,0
Idarubicin (hydrochloride),CVCL_1577,64,TOP2A,{'TOP2A': inf},inf,0,0,0,0
Idarubicin (hydrochloride),CVCL_1531,26,TOP2A,{'TOP2A': inf},inf,0,0,0,0
Resveratrol,CVCL_1531,21,SIRT1,{'SIRT1': inf},inf,0,0,0,0
Resveratrol,CVCL_0399,316,SIRT1,{'SIRT1': 6855},6855.0,0,0,0,0
Rapamycin,CVCL_0359,58,"FKBP1A,MTOR","{'FKBP1A': inf, 'MTOR': inf}",inf,0,0,0,0
Rapamycin,CVCL_0399,542,"FKBP1A,MTOR","{'FKBP1A': inf, 'MTOR': inf}",inf,0,0,0,0
Tofacitinib (citrate),CVCL_1478,63,"JAK1,JAK2,JAK3","{'JAK1': 3015, 'JAK2': inf, 'JAK3': inf}",3015.0,0,0,0,0
Tofacitinib (citrate),CVCL_0152,354,"JAK1,JAK2,JAK3","{'JAK1': 7971, 'JAK2': inf, 'JAK3': inf}",7971.0,0,0,0,0
Tofacitinib (citrate),CVCL_0399,864,"JAK1,JAK2,JAK3","{'JAK1': 7401, 'JAK2': inf, 'JAK3': inf}",7401.0,0,0,0,0
Tofacitinib (citrate),CVCL_0099,246,"JAK1,JAK2,JAK3","{'JAK1': inf, 'JAK2': inf, 'JAK3': inf}",inf,0,0,0,0
Thymol,CVCL_1715,66,TRPA1,{'TRPA1': 96},96.0,0,0,0,1
Almonertinib (hydrochloride),CVCL_1285,402,EGFR,{'EGFR': 10867},10867.0,0,0,0,0
Vilanterol,CVCL_0099,142,ADRB2,{'ADRB2': inf},inf,0,0,0,0
Lenalidomide (hemihydrate),CVCL_1731,294,"CRBN,IKZF1,IKZF3","{'CRBN': inf, 'IKZF1': inf, 'IKZF3': 10115}",10115.0,0,0,0,0
Lenalidomide (hemihydrate),CVCL_0459,1245,"CRBN,IKZF1,IKZF3","{'CRBN': inf, 'IKZF1': inf, 'IKZF3': 3695}",3695.0,0,0,0,0
Adenosine,CVCL_0152,312,"ADORA1,ADORA2A,ADORA2B,ADORA3","{'ADORA1': inf, 'ADORA2A': inf, 'ADORA2B': inf, 'ADORA3': inf}",inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_1478,48,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 3892}",3892.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0292,489,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 881}",881.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1097,882,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0292,1347,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 13663}",13663.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1724,414,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0399,1437,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 15220}",15220.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0459,1662,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Cepharanthine,CVCL_0179,6,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_0399,204,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Radotinib,CVCL_1731,20,ABL1,{'ABL1': inf},inf,0,0,0,0
Radotinib,CVCL_1577,78,ABL1,{'ABL1': 6246},6246.0,0,0,0,0
Radotinib,CVCL_1478,20,ABL1,{'ABL1': inf},inf,0,0,0,0
Radotinib,CVCL_1381,10,ABL1,{'ABL1': inf},inf,0,0,0,0
Docetaxel,CVCL_0131,4884,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 6258, 'TUBB2A': 1736, 'TUBB2B': 28, 'TUBB3': inf, 'TUBB4A': 6791, 'TUBB4B': inf}",28.0,0,0,1,1
Docetaxel,CVCL_0397,2940,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 5975, 'TUBB2A': 14883, 'TUBB2B': 11665, 'TUBB3': inf, 'TUBB4A': 6547, 'TUBB4B': 8955}",5975.0,0,0,0,0
Tucidinostat,CVCL_0359,210,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 1556, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",1556.0,0,0,0,0
Triamcinolone,CVCL_0099,38,NR3C1,{'NR3C1': inf},inf,0,0,0,0
Olanzapine,CVCL_1381,52,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'CHRM1': inf, 'CHRM2': inf, 'CHRM3': inf, 'CHRM4': inf, 'CHRM5': inf, 'DRD2': 1080, 'DRD4': inf, 'HTR2A': inf, 'HTR2C': inf, 'HTR6': inf}",1080.0,0,0,0,0
Rimonabant,CVCL_0099,15,CNR1,{'CNR1': inf},inf,0,0,0,0
Rimonabant,CVCL_1724,74,CNR1,{'CNR1': inf},inf,0,0,0,0
Pentagastrin,CVCL_1715,88,CCKBR,{'CCKBR': inf},inf,0,0,0,0
Pentagastrin,CVCL_1577,79,CCKBR,{'CCKBR': inf},inf,0,0,0,0
Relugolix,CVCL_0359,21,GNRHR,{'GNRHR': 2245},2245.0,0,0,0,0
Relugolix,CVCL_0399,227,GNRHR,{'GNRHR': 1770},1770.0,0,0,0,0
Relugolix,CVCL_1715,114,GNRHR,{'GNRHR': 3185},3185.0,0,0,0,0
Relugolix,CVCL_1285,240,GNRHR,{'GNRHR': 1067},1067.0,0,0,0,0
Relugolix,CVCL_1478,29,GNRHR,{'GNRHR': inf},inf,0,0,0,0
Medroxyprogesterone acetate,CVCL_0546,3,PGR,{'PGR': inf},inf,0,0,0,0
Medroxyprogesterone acetate,CVCL_0179,13,PGR,{'PGR': inf},inf,0,0,0,0
Neratinib (maleate),CVCL_0099,34,"EGFR,ERBB2","{'EGFR': inf, 'ERBB2': inf}",inf,0,0,0,0
Sinomenine,CVCL_1724,126,OPRM1,{'OPRM1': 3387},3387.0,0,0,0,0
Sinomenine,CVCL_1577,70,OPRM1,{'OPRM1': 6205},6205.0,0,0,0,0
Sinomenine,CVCL_1531,16,OPRM1,{'OPRM1': 3267},3267.0,0,0,0,0
Goserelin (acetate),CVCL_0546,1,GNRHR,{'GNRHR': inf},inf,0,0,0,0
Balsalazide (sodium hydrate),CVCL_1715,220,"IL6,STAT3","{'IL6': 6649, 'STAT3': 4350}",4350.0,0,0,0,0
Selinexor,CVCL_1478,20,XPO1,{'XPO1': inf},inf,0,0,0,0
Amsacrine,CVCL_0399,176,TOP2A,{'TOP2A': inf},inf,0,0,0,0
Clonidine (hydrochloride),CVCL_1478,57,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf}",inf,0,0,0,0
Adagrasib,CVCL_1531,28,KRAS,{'KRAS': inf},inf,0,0,0,0
Berbamine,CVCL_1731,4,CACNA1C,{'CACNA1C': inf},inf,0,0,0,0
Pasireotide (acetate),CVCL_1531,112,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1713, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",1713.0,0,0,0,0
Pasireotide (acetate),CVCL_1478,56,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 4074, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",4074.0,0,0,0,0
Pasireotide (acetate),CVCL_1577,332,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 2015, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': 10059}",2015.0,0,0,0,0
Raltitrexed,CVCL_0399,204,TYMS,{'TYMS': inf},inf,0,0,0,0
Furosemide,CVCL_1531,56,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Clotrimazole,CVCL_1531,56,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 7555}",7555.0,0,0,0,0
Clotrimazole,CVCL_1577,128,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1761}",1761.0,0,0,0,0
Sodium Salicylate,CVCL_0099,57,PTGS2,{'PTGS2': inf},inf,0,0,0,0
(R)-Verapamil (hydrochloride),CVCL_1531,28,ABCB1,{'ABCB1': inf},inf,0,0,0,0
Temsirolimus,CVCL_0099,47,MTOR,{'MTOR': inf},inf,0,0,0,0
Gemfibrozil,CVCL_0152,410,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': inf, 'CYP2C19': inf, 'CYP2C8': inf, 'CYP2C9': inf, 'PPARA': inf}",inf,0,0,0,0
Terfenadine,CVCL_1097,4,HRH1,{'HRH1': inf},inf,0,0,0,0
Terfenadine,CVCL_0023,1,HRH1,{'HRH1': inf},inf,0,0,0,0
Aliskiren,CVCL_0399,44,REN,{'REN': inf},inf,0,0,0,0
Aliskiren,CVCL_1239,2,REN,{'REN': inf},inf,0,0,0,0
Aliskiren,CVCL_1478,26,REN,{'REN': inf},inf,0,0,0,0
Idarubicin (hydrochloride),CVCL_0399,173,TOP2A,{'TOP2A': inf},inf,0,0,0,0
Elagolix sodium,CVCL_1715,106,GNRHR,{'GNRHR': 7240},7240.0,0,0,0,0
Elagolix sodium,CVCL_0152,56,GNRHR,{'GNRHR': 6106},6106.0,0,0,0,0
Thymol,CVCL_0399,352,TRPA1,{'TRPA1': 290},290.0,0,0,0,0
Almonertinib (hydrochloride),CVCL_0152,128,EGFR,{'EGFR': inf},inf,0,0,0,0
Almonertinib (hydrochloride),CVCL_1715,103,EGFR,{'EGFR': 2797},2797.0,0,0,0,0
Vilanterol,CVCL_1715,59,ADRB2,{'ADRB2': inf},inf,0,0,0,0
Lenalidomide (hemihydrate),CVCL_1478,183,"CRBN,IKZF1,IKZF3","{'CRBN': inf, 'IKZF1': inf, 'IKZF3': inf}",inf,0,0,0,0
Pentamidine (isethionate),CVCL_0399,244,PRLR,{'PRLR': inf},inf,0,0,0,0
Adenosine,CVCL_1577,300,"ADORA1,ADORA2A,ADORA2B,ADORA3","{'ADORA1': inf, 'ADORA2A': inf, 'ADORA2B': 7061, 'ADORA3': inf}",7061.0,0,0,0,0
Sulfisoxazole,CVCL_1577,168,"EDNRA,EDNRB","{'EDNRA': inf, 'EDNRB': inf}",inf,0,0,0,0
Sulfisoxazole,CVCL_0320,8,"EDNRA,EDNRB","{'EDNRA': inf, 'EDNRB': inf}",inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_1731,581,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0099,315,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_1239,294,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 2957}",2957.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0399,1290,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 951}",951.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1715,105,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 801}",801.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1285,1281,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 14236}",14236.0,0,0,0,0
Larotrectinib,CVCL_1285,138,"NTRK1,NTRK2,NTRK3","{'NTRK1': 7464, 'NTRK2': inf, 'NTRK3': inf}",7464.0,0,0,0,0
Cepharanthine,CVCL_1577,270,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Radotinib,CVCL_0099,22,ABL1,{'ABL1': inf},inf,0,0,0,0
Radotinib,CVCL_1531,28,ABL1,{'ABL1': inf},inf,0,0,0,0
Tucidinostat,CVCL_1531,156,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 1799, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",1799.0,0,0,0,0
Tucidinostat,CVCL_0152,156,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 546, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",546.0,0,0,0,0
Triamcinolone,CVCL_0504,48,NR3C1,{'NR3C1': inf},inf,0,0,0,0
Triamcinolone,CVCL_1097,69,NR3C1,{'NR3C1': 7183},7183.0,0,0,0,0
