drug,cell_line_id,n_cells,target_genes,gene_ranks,n_in_top5,n_in_top10,n_in_top50,n_in_top100,best_rank
Neratinib (maleate),CVCL_1097,2,"EGFR,ERBB2","{'EGFR': 2753, 'ERBB2': 3042}",0,0,0,0,2753
Neratinib (maleate),CVCL_0546,2,"EGFR,ERBB2","{'EGFR': 2697, 'ERBB2': 2950}",0,0,0,0,2697
Neratinib (maleate),CVCL_0179,2,"EGFR,ERBB2","{'EGFR': 2668, 'ERBB2': 2971}",0,0,0,0,2668
Neratinib (maleate),CVCL_1517,2,"EGFR,ERBB2","{'EGFR': 2983, 'ERBB2': 3165}",0,0,0,0,2983
Neratinib (maleate),CVCL_1716,2,"EGFR,ERBB2","{'EGFR': 2680, 'ERBB2': 3028}",0,0,0,0,2680
Norepinephrine (hydrochloride),CVCL_0131,5061,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 12180, 'ADRA1B': 27892, 'ADRA1D': 2909, 'ADRA2A': 17772, 'ADRA2B': inf, 'ADRA2C': 9663, 'ADRB1': 3206}",0,0,0,0,2909
Norepinephrine (hydrochloride),CVCL_1055,6209,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14983, 'ADRA1B': 30815, 'ADRA1D': 5567, 'ADRA2A': 28696, 'ADRA2B': inf, 'ADRA2C': 14726, 'ADRB1': 4271}",0,0,0,0,4271
Norepinephrine (hydrochloride),CVCL_0293,9002,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 13276, 'ADRA1B': 25038, 'ADRA1D': 4155, 'ADRA2A': 28006, 'ADRA2B': inf, 'ADRA2C': 9789, 'ADRB1': 3309}",0,0,0,0,3309
Norepinephrine (hydrochloride),CVCL_1724,1029,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 20067, 'ADRA1B': 30882, 'ADRA1D': 7558, 'ADRA2A': 15357, 'ADRA2B': inf, 'ADRA2C': 23170, 'ADRB1': 3378}",0,0,0,0,3378
Norepinephrine (hydrochloride),CVCL_0480,16618,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 15703, 'ADRA1B': 27652, 'ADRA1D': 2124, 'ADRA2A': 30806, 'ADRA2B': inf, 'ADRA2C': 13583, 'ADRB1': 2634}",0,0,0,0,2124
Norepinephrine (hydrochloride),CVCL_0371,11851,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14640, 'ADRA1B': 24489, 'ADRA1D': 5660, 'ADRA2A': 16331, 'ADRA2B': inf, 'ADRA2C': 7442, 'ADRB1': 6183}",0,0,0,0,5660
Norepinephrine (hydrochloride),CVCL_0428,2163,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14587, 'ADRA1B': 29828, 'ADRA1D': 3715, 'ADRA2A': 22504, 'ADRA2B': inf, 'ADRA2C': 10973, 'ADRB1': 4846}",0,0,0,0,3715
Norepinephrine (hydrochloride),CVCL_1635,7721,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 13686, 'ADRA1B': 25066, 'ADRA1D': 4672, 'ADRA2A': 30762, 'ADRA2B': inf, 'ADRA2C': 5367, 'ADRB1': 2084}",0,0,0,0,2084
Norepinephrine (hydrochloride),CVCL_1577,490,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 10237, 'ADRA1B': 30387, 'ADRA1D': 2028, 'ADRA2A': 15834, 'ADRA2B': inf, 'ADRA2C': 10743, 'ADRB1': 8258}",0,0,0,0,2028
Norepinephrine (hydrochloride),CVCL_1547,9905,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 12125, 'ADRA1B': 25180, 'ADRA1D': 1282, 'ADRA2A': 28648, 'ADRA2B': inf, 'ADRA2C': 15062, 'ADRB1': 2739}",0,0,0,0,1282
Norepinephrine (hydrochloride),CVCL_1119,8386,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 9723, 'ADRA1B': 28843, 'ADRA1D': 2276, 'ADRA2A': 20182, 'ADRA2B': inf, 'ADRA2C': 3020, 'ADRB1': 4799}",0,0,0,0,2276
Norepinephrine (hydrochloride),CVCL_1495,8260,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 6654, 'ADRA1B': 30004, 'ADRA1D': 1283, 'ADRA2A': 29495, 'ADRA2B': inf, 'ADRA2C': 9598, 'ADRB1': 5380}",0,0,0,0,1283
Norepinephrine (hydrochloride),CVCL_1550,12152,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 8477, 'ADRA1B': 31385, 'ADRA1D': 6429, 'ADRA2A': 29470, 'ADRA2B': inf, 'ADRA2C': 8989, 'ADRB1': 4198}",0,0,0,0,4198
Norepinephrine (hydrochloride),CVCL_1285,2107,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 11450, 'ADRA1B': 29468, 'ADRA1D': 1674, 'ADRA2A': 10626, 'ADRA2B': inf, 'ADRA2C': 23194, 'ADRB1': 2100}",0,0,0,0,1674
Norepinephrine (hydrochloride),CVCL_1717,10115,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 21041, 'ADRA1B': 27905, 'ADRA1D': 9476, 'ADRA2A': 31314, 'ADRA2B': inf, 'ADRA2C': 14001, 'ADRB1': 3643}",0,0,0,0,3643
Norepinephrine (hydrochloride),CVCL_0359,462,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 9859, 'ADRA1B': 11202, 'ADRA1D': 5277, 'ADRA2A': 17140, 'ADRA2B': inf, 'ADRA2C': 27468, 'ADRB1': 3409}",0,0,0,0,3409
Norepinephrine (hydrochloride),CVCL_0366,5943,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 7793, 'ADRA1B': 24984, 'ADRA1D': 3530, 'ADRA2A': 27727, 'ADRA2B': inf, 'ADRA2C': 12907, 'ADRB1': 4412}",0,0,0,0,3530
Norepinephrine (hydrochloride),CVCL_0397,3759,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 16553, 'ADRA1B': 30054, 'ADRA1D': 2883, 'ADRA2A': 14210, 'ADRA2B': inf, 'ADRA2C': 7435, 'ADRB1': 3581}",0,0,0,0,2883
Norepinephrine (hydrochloride),CVCL_0292,2541,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 18571, 'ADRA1B': 27817, 'ADRA1D': 11483, 'ADRA2A': 17557, 'ADRA2B': inf, 'ADRA2C': 28094, 'ADRB1': 1728}",0,0,0,0,1728
Norepinephrine (hydrochloride),CVCL_0069,2345,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 16108, 'ADRA1B': 30340, 'ADRA1D': 3785, 'ADRA2A': 29236, 'ADRA2B': inf, 'ADRA2C': 26429, 'ADRB1': 5444}",0,0,0,0,3785
Norepinephrine (hydrochloride),CVCL_1715,1288,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 8377, 'ADRA1B': 27522, 'ADRA1D': 1227, 'ADRA2A': 13633, 'ADRA2B': inf, 'ADRA2C': 11810, 'ADRB1': 1692}",0,0,0,0,1227
Norepinephrine (hydrochloride),CVCL_0459,2254,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 11538, 'ADRA1B': 31195, 'ADRA1D': 3915, 'ADRA2A': 28460, 'ADRA2B': inf, 'ADRA2C': 12774, 'ADRB1': 3441}",0,0,0,0,3441
Norepinephrine (hydrochloride),CVCL_0399,1239,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 16503, 'ADRA1B': 27743, 'ADRA1D': 7316, 'ADRA2A': 16483, 'ADRA2B': inf, 'ADRA2C': 8768, 'ADRB1': 3845}",0,0,0,0,3845
Norepinephrine (hydrochloride),CVCL_1239,259,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 16509, 'ADRA1B': 11517, 'ADRA1D': 8285, 'ADRA2A': 14053, 'ADRA2B': inf, 'ADRA2C': 27467, 'ADRB1': 2600}",0,0,0,0,2600
Norepinephrine (hydrochloride),CVCL_1731,581,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 11538, 'ADRA1B': 13302, 'ADRA1D': 2881, 'ADRA2A': 15086, 'ADRA2B': inf, 'ADRA2C': 27963, 'ADRB1': 5131}",0,0,0,0,2881
Norepinephrine (hydrochloride),CVCL_0099,315,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 12820, 'ADRA1B': 10272, 'ADRA1D': 3479, 'ADRA2A': 17113, 'ADRA2B': inf, 'ADRA2C': 28010, 'ADRB1': 3421}",0,0,0,0,3421
Norepinephrine (hydrochloride),CVCL_1531,147,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 17230, 'ADRA1B': 11969, 'ADRA1D': 6251, 'ADRA2A': 4346, 'ADRA2B': inf, 'ADRA2C': 27712, 'ADRB1': 2132}",0,0,0,0,2132
Norepinephrine (hydrochloride),CVCL_0179,455,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 10677, 'ADRA1B': 27212, 'ADRA1D': 1858, 'ADRA2A': 10095, 'ADRA2B': inf, 'ADRA2C': 29933, 'ADRB1': 4716}",0,0,0,0,1858
Norepinephrine (hydrochloride),CVCL_0152,532,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14611, 'ADRA1B': 10872, 'ADRA1D': 2284, 'ADRA2A': 15572, 'ADRA2B': inf, 'ADRA2C': 27943, 'ADRB1': 3799}",0,0,0,0,2284
Norepinephrine (hydrochloride),CVCL_1478,182,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 15941, 'ADRA1B': 8777, 'ADRA1D': 2878, 'ADRA2A': 14865, 'ADRA2B': inf, 'ADRA2C': 27694, 'ADRB1': 670}",0,0,0,0,670
Norepinephrine (hydrochloride),CVCL_0320,35,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14723, 'ADRA1B': 8370, 'ADRA1D': 8009, 'ADRA2A': 3744, 'ADRA2B': inf, 'ADRA2C': 26717, 'ADRB1': 10641}",0,0,0,0,3744
Norepinephrine (hydrochloride),CVCL_1056,882,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 18230, 'ADRA1B': 27727, 'ADRA1D': 5836, 'ADRA2A': 16128, 'ADRA2B': inf, 'ADRA2C': 8010, 'ADRB1': 1724}",0,0,0,0,1724
Norepinephrine (hydrochloride),CVCL_1097,609,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 18465, 'ADRA1B': 26604, 'ADRA1D': 1365, 'ADRA2A': 13626, 'ADRA2B': inf, 'ADRA2C': 31212, 'ADRB1': 3806}",0,0,0,0,1365
Norepinephrine (hydrochloride),CVCL_1381,308,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14415, 'ADRA1B': 9657, 'ADRA1D': 4124, 'ADRA2A': 15098, 'ADRA2B': inf, 'ADRA2C': 5841, 'ADRB1': 6228}",0,0,0,0,4124
Norepinephrine (hydrochloride),CVCL_0504,350,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 15846, 'ADRA1B': 12804, 'ADRA1D': 7176, 'ADRA2A': 13863, 'ADRA2B': inf, 'ADRA2C': 28012, 'ADRB1': 3616}",0,0,0,0,3616
Norepinephrine (hydrochloride),CVCL_1125,14,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14461, 'ADRA1B': 7920, 'ADRA1D': 7538, 'ADRA2A': 4209, 'ADRA2B': inf, 'ADRA2C': 26464, 'ADRB1': 10467}",0,0,0,0,4209
Norepinephrine (hydrochloride),CVCL_0546,301,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 12939, 'ADRA1B': 10168, 'ADRA1D': 6541, 'ADRA2A': 15983, 'ADRA2B': inf, 'ADRA2C': 4595, 'ADRB1': 2639}",0,0,0,0,2639
Norepinephrine (hydrochloride),CVCL_0023,826,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 19982, 'ADRA1B': 27259, 'ADRA1D': 5004, 'ADRA2A': 13802, 'ADRA2B': inf, 'ADRA2C': 29741, 'ADRB1': 5255}",0,0,0,0,5004
Norepinephrine (hydrochloride),CVCL_0332,427,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 8239, 'ADRA1B': 9851, 'ADRA1D': 1860, 'ADRA2A': 13694, 'ADRA2B': inf, 'ADRA2C': 8284, 'ADRB1': 4502}",0,0,0,0,1860
Norepinephrine (hydrochloride),CVCL_1517,896,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 758, 'ADRA1B': 27684, 'ADRA1D': 3345, 'ADRA2A': 15626, 'ADRA2B': inf, 'ADRA2C': 30129, 'ADRB1': 5905}",0,0,0,0,758
Norepinephrine (hydrochloride),CVCL_C466,350,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 6147, 'ADRA1B': 12386, 'ADRA1D': 2457, 'ADRA2A': 16536, 'ADRA2B': inf, 'ADRA2C': 28021, 'ADRB1': 7864}",0,0,0,0,2457
Norepinephrine (hydrochloride),CVCL_1098,462,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 18156, 'ADRA1B': 28395, 'ADRA1D': 5583, 'ADRA2A': 12587, 'ADRA2B': inf, 'ADRA2C': 31428, 'ADRB1': 4065}",0,0,0,0,4065
Norepinephrine (hydrochloride),CVCL_1094,483,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 19146, 'ADRA1B': 27303, 'ADRA1D': 2242, 'ADRA2A': 13444, 'ADRA2B': inf, 'ADRA2C': 30170, 'ADRB1': 3865}",0,0,0,0,2242
Norepinephrine (hydrochloride),CVCL_1693,252,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14418, 'ADRA1B': 12293, 'ADRA1D': 6424, 'ADRA2A': 17523, 'ADRA2B': inf, 'ADRA2C': 28034, 'ADRB1': 8655}",0,0,0,0,6424
Norepinephrine (hydrochloride),CVCL_0334,210,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 4017, 'ADRA1B': 9594, 'ADRA1D': 1068, 'ADRA2A': 15324, 'ADRA2B': inf, 'ADRA2C': 28010, 'ADRB1': 2159}",0,0,0,0,1068
Norepinephrine (hydrochloride),CVCL_0218,196,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 16094, 'ADRA1B': 9153, 'ADRA1D': 10424, 'ADRA2A': 14827, 'ADRA2B': inf, 'ADRA2C': 27604, 'ADRB1': 1326}",0,0,0,0,1326
Norepinephrine (hydrochloride),CVCL_1716,28,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 14591, 'ADRA1B': 6023, 'ADRA1D': 5553, 'ADRA2A': 5078, 'ADRA2B': inf, 'ADRA2C': 26704, 'ADRB1': 10644}",0,0,0,0,5078
Olanzapine,CVCL_1717,21190,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 13819, 'ADRA1B': 24776, 'ADRA1D': 9104, 'CHRM1': 1398, 'CHRM2': 26709, 'CHRM3': 6059, 'CHRM4': 9225, 'CHRM5': 1602, 'DRD2': 31162, 'DRD4': 1606, 'HTR2A': 9054, 'HTR2C': 28779, 'HTR6': 18575}",0,0,0,0,1398
Olanzapine,CVCL_0480,36517,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 13569, 'ADRA1B': 17967, 'ADRA1D': 2114, 'CHRM1': 361, 'CHRM2': 19206, 'CHRM3': 9200, 'CHRM4': 9408, 'CHRM5': 1639, 'DRD2': 18505, 'DRD4': 3451, 'HTR2A': 4901, 'HTR2C': 17702, 'HTR6': 18164}",0,0,0,0,361
Olanzapine,CVCL_1495,17615,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 6214, 'ADRA1B': 16961, 'ADRA1D': 1377, 'CHRM1': 1138, 'CHRM2': 24006, 'CHRM3': 5857, 'CHRM4': 10644, 'CHRM5': 905, 'DRD2': 29271, 'DRD4': 1043, 'HTR2A': 7101, 'HTR2C': 29255, 'HTR6': 13081}",0,0,0,0,905
Olanzapine,CVCL_0293,17108,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 14580, 'ADRA1B': 24370, 'ADRA1D': 5700, 'CHRM1': 1096, 'CHRM2': 26236, 'CHRM3': 7168, 'CHRM4': 8157, 'CHRM5': 2409, 'DRD2': 28650, 'DRD4': 9770, 'HTR2A': 6545, 'HTR2C': 17727, 'HTR6': 14573}",0,0,0,0,1096
Olanzapine,CVCL_0428,2704,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 19969, 'ADRA1B': 30900, 'ADRA1D': 5631, 'CHRM1': 3166, 'CHRM2': 30008, 'CHRM3': 3535, 'CHRM4': 10701, 'CHRM5': 2800, 'DRD2': 15504, 'DRD4': 8677, 'HTR2A': 5100, 'HTR2C': 14520, 'HTR6': 11350}",0,0,0,0,2800
Olanzapine,CVCL_0459,1365,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 17562, 'ADRA1B': 11909, 'ADRA1D': 5629, 'CHRM1': 540, 'CHRM2': 27928, 'CHRM3': 2664, 'CHRM4': 27889, 'CHRM5': 2692, 'DRD2': 14232, 'DRD4': 980, 'HTR2A': 8911, 'HTR2C': 14625, 'HTR6': 16479}",0,0,0,0,540
Olanzapine,CVCL_1715,1794,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 12673, 'ADRA1B': 26785, 'ADRA1D': 1140, 'CHRM1': 929, 'CHRM2': 30502, 'CHRM3': 19276, 'CHRM4': 30532, 'CHRM5': 450, 'DRD2': 14218, 'DRD4': 330, 'HTR2A': 6231, 'HTR2C': 14572, 'HTR6': 14016}",0,0,0,0,330
Olanzapine,CVCL_1550,26650,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 8749, 'ADRA1B': 27083, 'ADRA1D': 5966, 'CHRM1': 2371, 'CHRM2': 20037, 'CHRM3': 8382, 'CHRM4': 8510, 'CHRM5': 935, 'DRD2': 30225, 'DRD4': 5119, 'HTR2A': 4928, 'HTR2C': 30286, 'HTR6': 13952}",0,0,0,0,935
Olanzapine,CVCL_0069,3848,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 20990, 'ADRA1B': 30627, 'ADRA1D': 2661, 'CHRM1': 580, 'CHRM2': 23741, 'CHRM3': 5061, 'CHRM4': 10396, 'CHRM5': 2497, 'DRD2': 16094, 'DRD4': 4298, 'HTR2A': 7724, 'HTR2C': 16571, 'HTR6': 13224}",0,0,0,0,580
Olanzapine,CVCL_0366,10894,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 7631, 'ADRA1B': 25013, 'ADRA1D': 3670, 'CHRM1': 3173, 'CHRM2': 27168, 'CHRM3': 7193, 'CHRM4': 10272, 'CHRM5': 3352, 'DRD2': 27837, 'DRD4': 530, 'HTR2A': 6254, 'HTR2C': 27995, 'HTR6': 10956}",0,0,0,0,530
Olanzapine,CVCL_0131,6435,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 12937, 'ADRA1B': 27537, 'ADRA1D': 3071, 'CHRM1': 1409, 'CHRM2': 31470, 'CHRM3': 8348, 'CHRM4': 11500, 'CHRM5': 1591, 'DRD2': 17903, 'DRD4': 5539, 'HTR2A': 8636, 'HTR2C': 18160, 'HTR6': 28407}",0,0,0,0,1409
Olanzapine,CVCL_1577,1508,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 19946, 'ADRA1B': 27288, 'ADRA1D': 4278, 'CHRM1': 1756, 'CHRM2': 29680, 'CHRM3': 10219, 'CHRM4': 11605, 'CHRM5': 1537, 'DRD2': 15494, 'DRD4': 1946, 'HTR2A': 3300, 'HTR2C': 16010, 'HTR6': 28353}",0,0,0,0,1537
Olanzapine,CVCL_0371,23998,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 15615, 'ADRA1B': 25359, 'ADRA1D': 5054, 'CHRM1': 483, 'CHRM2': 18911, 'CHRM3': 6124, 'CHRM4': 8685, 'CHRM5': 4462, 'DRD2': 16046, 'DRD4': 997, 'HTR2A': 7567, 'HTR2C': 17021, 'HTR6': 18219}",0,0,0,0,483
Olanzapine,CVCL_1055,15743,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 16026, 'ADRA1B': 30503, 'ADRA1D': 5676, 'CHRM1': 847, 'CHRM2': 16353, 'CHRM3': 1898, 'CHRM4': 5960, 'CHRM5': 1735, 'DRD2': 28275, 'DRD4': 8594, 'HTR2A': 5273, 'HTR2C': 29380, 'HTR6': 28369}",0,0,0,0,847
Olanzapine,CVCL_1635,16939,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 11334, 'ADRA1B': 26062, 'ADRA1D': 5410, 'CHRM1': 829, 'CHRM2': 27835, 'CHRM3': 6888, 'CHRM4': 9952, 'CHRM5': 5007, 'DRD2': 28777, 'DRD4': 5842, 'HTR2A': 5508, 'HTR2C': 28125, 'HTR6': 12744}",0,0,0,0,829
Olanzapine,CVCL_1119,17498,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 10331, 'ADRA1B': 28880, 'ADRA1D': 2753, 'CHRM1': 1216, 'CHRM2': 26436, 'CHRM3': 8532, 'CHRM4': 10077, 'CHRM5': 872, 'DRD2': 20184, 'DRD4': 2441, 'HTR2A': 7669, 'HTR2C': 20165, 'HTR6': 15741}",0,0,0,0,872
Olanzapine,CVCL_1547,21619,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 13516, 'ADRA1B': 26178, 'ADRA1D': 1309, 'CHRM1': 767, 'CHRM2': 28149, 'CHRM3': 2989, 'CHRM4': 11192, 'CHRM5': 4239, 'DRD2': 31026, 'DRD4': 2918, 'HTR2A': 5569, 'HTR2C': 19442, 'HTR6': 15234}",0,0,0,0,767
Olanzapine,CVCL_0359,533,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 14666, 'ADRA1B': 10801, 'ADRA1D': 10631, 'CHRM1': 5037, 'CHRM2': 26660, 'CHRM3': 5508, 'CHRM4': 5201, 'CHRM5': 1967, 'DRD2': 15297, 'DRD4': 828, 'HTR2A': 6790, 'HTR2C': 17050, 'HTR6': 15855}",0,0,0,0,828
Olanzapine,CVCL_0546,26,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 14390, 'ADRA1B': 7794, 'ADRA1D': 7413, 'CHRM1': 298, 'CHRM2': 6145, 'CHRM3': 12292, 'CHRM4': 6306, 'CHRM5': 26655, 'DRD2': 2866, 'DRD4': 539, 'HTR2A': 8417, 'HTR2C': 2939, 'HTR6': 1404}",0,0,0,0,298
Olanzapine,CVCL_0397,5772,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': 19547, 'ADRA1B': 27425, 'ADRA1D': 3627, 'CHRM1': 2224, 'CHRM2': 12669, 'CHRM3': 7066, 'CHRM4': 11749, 'CHRM5': 1175, 'DRD2': 17462, 'DRD4': 2580, 'HTR2A': 5395, 'HTR2C': 16716, 'HTR6': 18957}",0,0,0,0,1175
