target_gene,batch,cell_n
FDPS,Flex_3_09,2
FDPS,Flex_3_10,1
FDPS,Flex_3_11,4
FDPS,Flex_3_12,2
FDPS,Flex_3_13,2
FDPS,Flex_3_14,7
FDPS,Flex_3_15,3
FDPS,Flex_3_16,3
FOXH1,Flex_1_01,47
FOXH1,Flex_1_02,33
FOXH1,Flex_1_03,47
FOXH1,Flex_1_04,46
FOXH1,Flex_1_05,40
FOXH1,Flex_1_06,43
FOXH1,Flex_1_07,45
FOXH1,Flex_1_08,42
FOXH1,Flex_1_09,37
FOXH1,Flex_1_10,42
FOXH1,Flex_1_11,49
FOXH1,Flex_1_12,41
FOXH1,Flex_1_13,37
FOXH1,Flex_1_14,35
FOXH1,Flex_1_15,50
FOXH1,Flex_1_16,42
FOXH1,Flex_2_01,35
FOXH1,Flex_2_02,44
FOXH1,Flex_2_03,32
FOXH1,Flex_2_04,47
FOXH1,Flex_2_05,36
FOXH1,Flex_2_06,35
FOXH1,Flex_2_07,37
FOXH1,Flex_2_08,33
FOXH1,Flex_2_09,41
FOXH1,Flex_2_10,36
FOXH1,Flex_2_11,46
FOXH1,Flex_2_12,28
FOXH1,Flex_2_13,46
FOXH1,Flex_2_14,41
FOXH1,Flex_2_15,40
FOXH1,Flex_2_16,43
FOXH1,Flex_3_01,34
FOXH1,Flex_3_02,44
FOXH1,Flex_3_03,39
FOXH1,Flex_3_04,34
FOXH1,Flex_3_05,42
FOXH1,Flex_3_06,49
FOXH1,Flex_3_07,41
FOXH1,Flex_3_08,45
FOXH1,Flex_3_09,47
FOXH1,Flex_3_10,50
FOXH1,Flex_3_11,54
FOXH1,Flex_3_12,32
FOXH1,Flex_3_13,30
FOXH1,Flex_3_14,38
FOXH1,Flex_3_15,47
FOXH1,Flex_3_16,45
GSK3B,Flex_1_01,19
GSK3B,Flex_1_02,25
GSK3B,Flex_1_03,21
GSK3B,Flex_1_04,23
GSK3B,Flex_1_05,16
GSK3B,Flex_1_06,21
GSK3B,Flex_1_07,22
GSK3B,Flex_1_08,26
GSK3B,Flex_1_09,24
GSK3B,Flex_1_10,24
GSK3B,Flex_1_11,17
GSK3B,Flex_1_12,23
GSK3B,Flex_1_13,24
GSK3B,Flex_1_14,18
GSK3B,Flex_1_15,19
GSK3B,Flex_1_16,28
GSK3B,Flex_2_01,22
GSK3B,Flex_2_02,34
GSK3B,Flex_2_03,15
GSK3B,Flex_2_04,18
GSK3B,Flex_2_05,21
GSK3B,Flex_2_06,20
GSK3B,Flex_2_07,15
GSK3B,Flex_2_08,21
GSK3B,Flex_2_09,11
GSK3B,Flex_2_10,16
GSK3B,Flex_2_11,29
GSK3B,Flex_2_12,20
GSK3B,Flex_2_13,30
GSK3B,Flex_2_14,19
GSK3B,Flex_2_15,19
GSK3B,Flex_2_16,20
GSK3B,Flex_3_01,17
GSK3B,Flex_3_02,20
GSK3B,Flex_3_03,17
GSK3B,Flex_3_04,26
GSK3B,Flex_3_05,31
GSK3B,Flex_3_06,25
GSK3B,Flex_3_07,18
GSK3B,Flex_3_08,30
GSK3B,Flex_3_09,21
GSK3B,Flex_3_10,27
GSK3B,Flex_3_11,24
GSK3B,Flex_3_12,25
GSK3B,Flex_3_13,29
GSK3B,Flex_3_14,17
GSK3B,Flex_3_15,31
GSK3B,Flex_3_16,21
HAT1,Flex_1_01,18
HAT1,Flex_1_02,20
HAT1,Flex_1_03,19
HAT1,Flex_1_04,21
HAT1,Flex_1_05,17
HAT1,Flex_1_06,22
HAT1,Flex_1_07,20
HAT1,Flex_1_08,22
HAT1,Flex_1_09,20
HAT1,Flex_1_10,21
HAT1,Flex_1_11,19
HAT1,Flex_1_12,16
HAT1,Flex_1_13,25
HAT1,Flex_1_14,19
HAT1,Flex_1_15,29
HAT1,Flex_1_16,20
HAT1,Flex_2_01,23
HAT1,Flex_2_02,26
HAT1,Flex_2_03,24
HAT1,Flex_2_04,14
HAT1,Flex_2_05,32
HAT1,Flex_2_06,25
HAT1,Flex_2_07,23
HAT1,Flex_2_08,24
HAT1,Flex_2_09,24
HAT1,Flex_2_10,12
HAT1,Flex_2_11,18
HAT1,Flex_2_12,20
HAT1,Flex_2_13,18
HAT1,Flex_2_14,22
HAT1,Flex_2_15,23
HAT1,Flex_2_16,15
HAT1,Flex_3_01,20
HAT1,Flex_3_02,29
HAT1,Flex_3_03,26
HAT1,Flex_3_04,25
HAT1,Flex_3_05,22
HAT1,Flex_3_06,19
HAT1,Flex_3_07,24
HAT1,Flex_3_08,19
HAT1,Flex_3_09,20
HAT1,Flex_3_10,20
HAT1,Flex_3_11,21
HAT1,Flex_3_12,24
HAT1,Flex_3_13,18
HAT1,Flex_3_14,25
HAT1,Flex_3_15,24
HAT1,Flex_3_16,18
HIRA,Flex_1_01,86
HIRA,Flex_1_02,69
HIRA,Flex_1_03,66
HIRA,Flex_1_04,69
HIRA,Flex_1_05,83
HIRA,Flex_1_06,64
HIRA,Flex_1_07,73
HIRA,Flex_1_08,68
HIRA,Flex_1_09,71
HIRA,Flex_1_10,70
HIRA,Flex_1_11,73
HIRA,Flex_1_12,63
HIRA,Flex_1_13,67
HIRA,Flex_1_14,70
HIRA,Flex_1_15,53
HIRA,Flex_1_16,63
HIRA,Flex_2_01,65
HIRA,Flex_2_02,66
HIRA,Flex_2_03,74
HIRA,Flex_2_04,71
HIRA,Flex_2_05,62
HIRA,Flex_2_06,71
HIRA,Flex_2_07,59
HIRA,Flex_2_08,77
HIRA,Flex_2_09,66
HIRA,Flex_2_10,86
HIRA,Flex_2_11,67
HIRA,Flex_2_12,61
HIRA,Flex_2_13,69
HIRA,Flex_2_14,76
HIRA,Flex_2_15,84
HIRA,Flex_2_16,66
HIRA,Flex_3_01,68
HIRA,Flex_3_02,69
HIRA,Flex_3_03,71
HIRA,Flex_3_04,73
HIRA,Flex_3_05,81
HIRA,Flex_3_06,87
HIRA,Flex_3_07,64
HIRA,Flex_3_08,64
HIRA,Flex_3_09,84
HIRA,Flex_3_10,75
HIRA,Flex_3_11,70
HIRA,Flex_3_12,55
HIRA,Flex_3_13,75
HIRA,Flex_3_14,85
HIRA,Flex_3_15,81
HIRA,Flex_3_16,77
HMGB2,Flex_1_01,31
HMGB2,Flex_1_02,33
HMGB2,Flex_1_03,32
HMGB2,Flex_1_04,35
HMGB2,Flex_1_05,24
HMGB2,Flex_1_06,28
HMGB2,Flex_1_07,41
HMGB2,Flex_1_08,28
HMGB2,Flex_1_09,23
HMGB2,Flex_1_10,24
HMGB2,Flex_1_11,20
HMGB2,Flex_1_12,31
HMGB2,Flex_1_13,31
HMGB2,Flex_1_14,30
HMGB2,Flex_1_15,35
HMGB2,Flex_1_16,27
HMGB2,Flex_2_01,32
HMGB2,Flex_2_02,33
HMGB2,Flex_2_03,31
HMGB2,Flex_2_04,31
HMGB2,Flex_2_05,26
HMGB2,Flex_2_06,29
HMGB2,Flex_2_07,24
HMGB2,Flex_2_08,32
HMGB2,Flex_2_09,28
HMGB2,Flex_2_10,24
HMGB2,Flex_2_11,25
HMGB2,Flex_2_12,28
HMGB2,Flex_2_13,24
HMGB2,Flex_2_14,34
HMGB2,Flex_2_15,35
HMGB2,Flex_2_16,31
HMGB2,Flex_3_01,31
HMGB2,Flex_3_02,27
HMGB2,Flex_3_03,26
HMGB2,Flex_3_04,43
HMGB2,Flex_3_05,34
HMGB2,Flex_3_06,37
HMGB2,Flex_3_07,45
HMGB2,Flex_3_08,41
HMGB2,Flex_3_09,33
HMGB2,Flex_3_10,28
HMGB2,Flex_3_11,32
HMGB2,Flex_3_12,37
HMGB2,Flex_3_13,32
HMGB2,Flex_3_14,33
HMGB2,Flex_3_15,30
HMGB2,Flex_3_16,38
HMGN1,Flex_1_01,31
HMGN1,Flex_1_02,41
HMGN1,Flex_1_03,41
HMGN1,Flex_1_04,32
HMGN1,Flex_1_05,38
HMGN1,Flex_1_06,38
HMGN1,Flex_1_07,33
HMGN1,Flex_1_08,41
HMGN1,Flex_1_09,46
HMGN1,Flex_1_10,46
HMGN1,Flex_1_11,56
HMGN1,Flex_1_12,39
HMGN1,Flex_1_13,53
HMGN1,Flex_1_14,45
HMGN1,Flex_1_15,29
HMGN1,Flex_1_16,40
HMGN1,Flex_2_01,44
HMGN1,Flex_2_02,37
HMGN1,Flex_2_03,46
HMGN1,Flex_2_04,37
HMGN1,Flex_2_05,28
HMGN1,Flex_2_06,40
HMGN1,Flex_2_07,47
HMGN1,Flex_2_08,35
HMGN1,Flex_2_09,41
HMGN1,Flex_2_10,38
HMGN1,Flex_2_11,31
HMGN1,Flex_2_12,46
HMGN1,Flex_2_13,35
HMGN1,Flex_2_14,41
HMGN1,Flex_2_15,46
HMGN1,Flex_2_16,33
HMGN1,Flex_3_01,48
HMGN1,Flex_3_02,43
HMGN1,Flex_3_03,39
HMGN1,Flex_3_04,51
HMGN1,Flex_3_05,41
HMGN1,Flex_3_06,37
HMGN1,Flex_3_07,50
HMGN1,Flex_3_08,44
HMGN1,Flex_3_09,50
HMGN1,Flex_3_10,54
HMGN1,Flex_3_11,47
HMGN1,Flex_3_12,42
HMGN1,Flex_3_13,51
HMGN1,Flex_3_14,50
HMGN1,Flex_3_15,45
HMGN1,Flex_3_16,38
HSBP1,Flex_1_01,5
HSBP1,Flex_1_02,4
HSBP1,Flex_1_03,1
HSBP1,Flex_1_04,2
HSBP1,Flex_1_05,3
HSBP1,Flex_1_06,5
HSBP1,Flex_1_07,5
HSBP1,Flex_1_08,2
HSBP1,Flex_1_09,4
HSBP1,Flex_1_10,3
HSBP1,Flex_1_11,1
HSBP1,Flex_1_12,1
HSBP1,Flex_1_13,2
HSBP1,Flex_1_14,3
HSBP1,Flex_1_15,4
HSBP1,Flex_1_16,1
HSBP1,Flex_2_01,0
HSBP1,Flex_2_02,2
HSBP1,Flex_2_03,3
HSBP1,Flex_2_04,2
HSBP1,Flex_2_05,1
HSBP1,Flex_2_06,5
HSBP1,Flex_2_07,4
HSBP1,Flex_2_08,5
HSBP1,Flex_2_09,6
HSBP1,Flex_2_10,4
HSBP1,Flex_2_11,5
HSBP1,Flex_2_12,2
HSBP1,Flex_2_13,6
HSBP1,Flex_2_14,7
HSBP1,Flex_2_15,3
HSBP1,Flex_2_16,1
HSBP1,Flex_3_01,4
HSBP1,Flex_3_02,5
HSBP1,Flex_3_03,3
HSBP1,Flex_3_04,3
HSBP1,Flex_3_05,6
HSBP1,Flex_3_06,6
HSBP1,Flex_3_07,5
HSBP1,Flex_3_08,2
HSBP1,Flex_3_09,10
HSBP1,Flex_3_10,4
HSBP1,Flex_3_11,4
HSBP1,Flex_3_12,2
HSBP1,Flex_3_13,2
HSBP1,Flex_3_14,0
HSBP1,Flex_3_15,3
HSBP1,Flex_3_16,5
IDE,Flex_1_01,48
IDE,Flex_1_02,47
IDE,Flex_1_03,39
IDE,Flex_1_04,54
IDE,Flex_1_05,45
IDE,Flex_1_06,55
IDE,Flex_1_07,29
IDE,Flex_1_08,40
IDE,Flex_1_09,53
IDE,Flex_1_10,48
IDE,Flex_1_11,48
IDE,Flex_1_12,41
IDE,Flex_1_13,51
IDE,Flex_1_14,55
IDE,Flex_1_15,33
IDE,Flex_1_16,49
IDE,Flex_2_01,43
IDE,Flex_2_02,43
IDE,Flex_2_03,43
IDE,Flex_2_04,52
IDE,Flex_2_05,32
IDE,Flex_2_06,47
IDE,Flex_2_07,42
IDE,Flex_2_08,54
IDE,Flex_2_09,40
IDE,Flex_2_10,51
IDE,Flex_2_11,44
IDE,Flex_2_12,42
IDE,Flex_2_13,50
IDE,Flex_2_14,58
IDE,Flex_2_15,45
IDE,Flex_2_16,41
IDE,Flex_3_01,49
IDE,Flex_3_02,48
IDE,Flex_3_03,51
IDE,Flex_3_04,46
IDE,Flex_3_05,51
IDE,Flex_3_06,54
IDE,Flex_3_07,51
IDE,Flex_3_08,40
IDE,Flex_3_09,56
IDE,Flex_3_10,49
IDE,Flex_3_11,61
IDE,Flex_3_12,41
IDE,Flex_3_13,44
IDE,Flex_3_14,51
IDE,Flex_3_15,48
IDE,Flex_3_16,46
IGF2R,Flex_1_01,61
IGF2R,Flex_1_02,51
IGF2R,Flex_1_03,66
IGF2R,Flex_1_04,43
IGF2R,Flex_1_05,58
IGF2R,Flex_1_06,68
IGF2R,Flex_1_07,76
IGF2R,Flex_1_08,57
IGF2R,Flex_1_09,42
IGF2R,Flex_1_10,66
IGF2R,Flex_1_11,73
IGF2R,Flex_1_12,48
IGF2R,Flex_1_13,62
IGF2R,Flex_1_14,55
IGF2R,Flex_1_15,71
IGF2R,Flex_1_16,65
IGF2R,Flex_2_01,73
IGF2R,Flex_2_02,60
IGF2R,Flex_2_03,69
IGF2R,Flex_2_04,82
IGF2R,Flex_2_05,56
IGF2R,Flex_2_06,65
IGF2R,Flex_2_07,49
IGF2R,Flex_2_08,63
IGF2R,Flex_2_09,55
IGF2R,Flex_2_10,61
IGF2R,Flex_2_11,79
IGF2R,Flex_2_12,61
IGF2R,Flex_2_13,73
IGF2R,Flex_2_14,70
IGF2R,Flex_2_15,66
IGF2R,Flex_2_16,65
IGF2R,Flex_3_01,65
IGF2R,Flex_3_02,55
IGF2R,Flex_3_03,60
IGF2R,Flex_3_04,73
IGF2R,Flex_3_05,85
IGF2R,Flex_3_06,73
IGF2R,Flex_3_07,74
IGF2R,Flex_3_08,59
IGF2R,Flex_3_09,66
IGF2R,Flex_3_10,83
IGF2R,Flex_3_11,66
IGF2R,Flex_3_12,70
IGF2R,Flex_3_13,72
IGF2R,Flex_3_14,58
IGF2R,Flex_3_15,87
IGF2R,Flex_3_16,54
IKBKG,Flex_1_01,14
IKBKG,Flex_1_02,14
IKBKG,Flex_1_03,15
IKBKG,Flex_1_04,13
IKBKG,Flex_1_05,14
IKBKG,Flex_1_06,17
IKBKG,Flex_1_07,21
IKBKG,Flex_1_08,13
IKBKG,Flex_1_09,14
IKBKG,Flex_1_10,15
IKBKG,Flex_1_11,14
IKBKG,Flex_1_12,16
IKBKG,Flex_1_13,14
IKBKG,Flex_1_14,18
IKBKG,Flex_1_15,15
IKBKG,Flex_1_16,17
IKBKG,Flex_2_01,24
IKBKG,Flex_2_02,16
IKBKG,Flex_2_03,16
IKBKG,Flex_2_04,14
IKBKG,Flex_2_05,10
IKBKG,Flex_2_06,19
IKBKG,Flex_2_07,14
IKBKG,Flex_2_08,12
IKBKG,Flex_2_09,16
IKBKG,Flex_2_10,18
IKBKG,Flex_2_11,16
IKBKG,Flex_2_12,13
IKBKG,Flex_2_13,25
IKBKG,Flex_2_14,11
IKBKG,Flex_2_15,15
IKBKG,Flex_2_16,18
IKBKG,Flex_3_01,19
IKBKG,Flex_3_02,18
IKBKG,Flex_3_03,15
IKBKG,Flex_3_04,20
IKBKG,Flex_3_05,14
IKBKG,Flex_3_06,15
IKBKG,Flex_3_07,17
IKBKG,Flex_3_08,17
IKBKG,Flex_3_09,20
IKBKG,Flex_3_10,13
IKBKG,Flex_3_11,16
IKBKG,Flex_3_12,25
IKBKG,Flex_3_13,22
IKBKG,Flex_3_14,23
IKBKG,Flex_3_15,20
IKBKG,Flex_3_16,15
INSIG1,Flex_1_01,38
INSIG1,Flex_1_02,23
INSIG1,Flex_1_03,20
INSIG1,Flex_1_04,21
INSIG1,Flex_1_05,31
INSIG1,Flex_1_06,44
INSIG1,Flex_1_07,30
INSIG1,Flex_1_08,29
INSIG1,Flex_1_09,31
INSIG1,Flex_1_10,21
INSIG1,Flex_1_11,20
INSIG1,Flex_1_12,39
INSIG1,Flex_1_13,23
INSIG1,Flex_1_14,26
INSIG1,Flex_1_15,30
INSIG1,Flex_1_16,25
INSIG1,Flex_2_01,28
INSIG1,Flex_2_02,33
INSIG1,Flex_2_03,19
INSIG1,Flex_2_04,28
INSIG1,Flex_2_05,19
INSIG1,Flex_2_06,18
INSIG1,Flex_2_07,32
INSIG1,Flex_2_08,31
INSIG1,Flex_2_09,32
INSIG1,Flex_2_10,32
INSIG1,Flex_2_11,19
INSIG1,Flex_2_12,28
INSIG1,Flex_2_13,30
INSIG1,Flex_2_14,25
INSIG1,Flex_2_15,21
INSIG1,Flex_2_16,21
INSIG1,Flex_3_01,33
INSIG1,Flex_3_02,29
INSIG1,Flex_3_03,28
INSIG1,Flex_3_04,40
INSIG1,Flex_3_05,32
INSIG1,Flex_3_06,23
INSIG1,Flex_3_07,36
INSIG1,Flex_3_08,40
INSIG1,Flex_3_09,35
INSIG1,Flex_3_10,24
INSIG1,Flex_3_11,32
INSIG1,Flex_3_12,25
INSIG1,Flex_3_13,26
INSIG1,Flex_3_14,23
INSIG1,Flex_3_15,30
INSIG1,Flex_3_16,40
IRF3,Flex_1_01,18
IRF3,Flex_1_02,25
IRF3,Flex_1_03,16
IRF3,Flex_1_04,19
IRF3,Flex_1_05,23
IRF3,Flex_1_06,22
IRF3,Flex_1_07,18
IRF3,Flex_1_08,21
IRF3,Flex_1_09,19
IRF3,Flex_1_10,25
IRF3,Flex_1_11,23
IRF3,Flex_1_12,25
IRF3,Flex_1_13,14
IRF3,Flex_1_14,17
IRF3,Flex_1_15,20
IRF3,Flex_1_16,15
IRF3,Flex_2_01,23
IRF3,Flex_2_02,27
IRF3,Flex_2_03,16
IRF3,Flex_2_04,21
IRF3,Flex_2_05,16
IRF3,Flex_2_06,20
IRF3,Flex_2_07,15
IRF3,Flex_2_08,14
IRF3,Flex_2_09,21
IRF3,Flex_2_10,17
IRF3,Flex_2_11,17
IRF3,Flex_2_12,22
IRF3,Flex_2_13,30
IRF3,Flex_2_14,13
IRF3,Flex_2_15,24
IRF3,Flex_2_16,12
IRF3,Flex_3_01,27
IRF3,Flex_3_02,27
IRF3,Flex_3_03,25
IRF3,Flex_3_04,21
IRF3,Flex_3_05,20
IRF3,Flex_3_06,22
IRF3,Flex_3_07,20
IRF3,Flex_3_08,22
IRF3,Flex_3_09,14
IRF3,Flex_3_10,23
IRF3,Flex_3_11,24
IRF3,Flex_3_12,17
IRF3,Flex_3_13,27
IRF3,Flex_3_14,17
IRF3,Flex_3_15,27
IRF3,Flex_3_16,24
KAT2A,Flex_1_01,39
KAT2A,Flex_1_02,31
KAT2A,Flex_1_03,40
KAT2A,Flex_1_04,44
KAT2A,Flex_1_05,39
KAT2A,Flex_1_06,45
KAT2A,Flex_1_07,37
KAT2A,Flex_1_08,59
KAT2A,Flex_1_09,31
KAT2A,Flex_1_10,47
KAT2A,Flex_1_11,39
KAT2A,Flex_1_12,39
KAT2A,Flex_1_13,40
KAT2A,Flex_1_14,40
KAT2A,Flex_1_15,54
KAT2A,Flex_1_16,53
KAT2A,Flex_2_01,42
KAT2A,Flex_2_02,40
KAT2A,Flex_2_03,35
KAT2A,Flex_2_04,46
KAT2A,Flex_2_05,52
KAT2A,Flex_2_06,52
KAT2A,Flex_2_07,46
KAT2A,Flex_2_08,34
KAT2A,Flex_2_09,38
KAT2A,Flex_2_10,44
KAT2A,Flex_2_11,55
KAT2A,Flex_2_12,37
KAT2A,Flex_2_13,51
KAT2A,Flex_2_14,48
KAT2A,Flex_2_15,44
KAT2A,Flex_2_16,46
KAT2A,Flex_3_01,43
KAT2A,Flex_3_02,58
KAT2A,Flex_3_03,44
KAT2A,Flex_3_04,40
KAT2A,Flex_3_05,36
KAT2A,Flex_3_06,48
KAT2A,Flex_3_07,39
KAT2A,Flex_3_08,43
KAT2A,Flex_3_09,49
KAT2A,Flex_3_10,66
KAT2A,Flex_3_11,35
KAT2A,Flex_3_12,48
KAT2A,Flex_3_13,50
KAT2A,Flex_3_14,42
KAT2A,Flex_3_15,50
KAT2A,Flex_3_16,42
KDM1A,Flex_1_01,3
KDM1A,Flex_1_02,12
KDM1A,Flex_1_03,12
KDM1A,Flex_1_04,11
KDM1A,Flex_1_05,5
KDM1A,Flex_1_06,7
KDM1A,Flex_1_07,7
KDM1A,Flex_1_08,6
KDM1A,Flex_1_09,9
KDM1A,Flex_1_10,7
KDM1A,Flex_1_11,8
KDM1A,Flex_1_12,9
KDM1A,Flex_1_13,4
KDM1A,Flex_1_14,4
KDM1A,Flex_1_15,7
KDM1A,Flex_1_16,6
KDM1A,Flex_2_01,9
KDM1A,Flex_2_02,4
KDM1A,Flex_2_03,7
KDM1A,Flex_2_04,5
KDM1A,Flex_2_05,6
KDM1A,Flex_2_06,6
KDM1A,Flex_2_07,6
KDM1A,Flex_2_08,8
KDM1A,Flex_2_09,5
KDM1A,Flex_2_10,6
KDM1A,Flex_2_11,11
KDM1A,Flex_2_12,8
KDM1A,Flex_2_13,11
KDM1A,Flex_2_14,5
KDM1A,Flex_2_15,7
KDM1A,Flex_2_16,7
KDM1A,Flex_3_01,10
KDM1A,Flex_3_02,10
KDM1A,Flex_3_03,7
KDM1A,Flex_3_04,7
KDM1A,Flex_3_05,8
KDM1A,Flex_3_06,7
KDM1A,Flex_3_07,11
KDM1A,Flex_3_08,4
KDM1A,Flex_3_09,5
KDM1A,Flex_3_10,9
KDM1A,Flex_3_11,5
KDM1A,Flex_3_12,9
KDM1A,Flex_3_13,7
KDM1A,Flex_3_14,6
KDM1A,Flex_3_15,6
KDM1A,Flex_3_16,13
KDM2B,Flex_1_01,42
KDM2B,Flex_1_02,36
KDM2B,Flex_1_03,50
KDM2B,Flex_1_04,39
KDM2B,Flex_1_05,35
KDM2B,Flex_1_06,48
KDM2B,Flex_1_07,45
KDM2B,Flex_1_08,37
KDM2B,Flex_1_09,35
KDM2B,Flex_1_10,47
KDM2B,Flex_1_11,47
KDM2B,Flex_1_12,40
KDM2B,Flex_1_13,47
KDM2B,Flex_1_14,38
KDM2B,Flex_1_15,35
KDM2B,Flex_1_16,49
KDM2B,Flex_2_01,46
KDM2B,Flex_2_02,38
KDM2B,Flex_2_03,41
KDM2B,Flex_2_04,48
KDM2B,Flex_2_05,48
KDM2B,Flex_2_06,50
KDM2B,Flex_2_07,43
KDM2B,Flex_2_08,42
KDM2B,Flex_2_09,47
KDM2B,Flex_2_10,61
KDM2B,Flex_2_11,49
KDM2B,Flex_2_12,49
KDM2B,Flex_2_13,49
KDM2B,Flex_2_14,35
KDM2B,Flex_2_15,51
KDM2B,Flex_2_16,41
KDM2B,Flex_3_01,43
KDM2B,Flex_3_02,57
KDM2B,Flex_3_03,41
KDM2B,Flex_3_04,37
KDM2B,Flex_3_05,47
KDM2B,Flex_3_06,54
KDM2B,Flex_3_07,49
KDM2B,Flex_3_08,48
KDM2B,Flex_3_09,41
KDM2B,Flex_3_10,50
KDM2B,Flex_3_11,43
KDM2B,Flex_3_12,39
KDM2B,Flex_3_13,34
KDM2B,Flex_3_14,44
KDM2B,Flex_3_15,58
KDM2B,Flex_3_16,49
KDR,Flex_1_01,39
KDR,Flex_1_02,50
KDR,Flex_1_03,56
KDR,Flex_1_04,37
KDR,Flex_1_05,37
KDR,Flex_1_06,39
KDR,Flex_1_07,49
KDR,Flex_1_08,31
KDR,Flex_1_09,37
KDR,Flex_1_10,37
KDR,Flex_1_11,46
KDR,Flex_1_12,38
KDR,Flex_1_13,39
KDR,Flex_1_14,32
KDR,Flex_1_15,37
KDR,Flex_1_16,38
KDR,Flex_2_01,38
KDR,Flex_2_02,45
KDR,Flex_2_03,38
KDR,Flex_2_04,41
KDR,Flex_2_05,53
KDR,Flex_2_06,52
KDR,Flex_2_07,43
KDR,Flex_2_08,45
KDR,Flex_2_09,41
KDR,Flex_2_10,30
KDR,Flex_2_11,48
KDR,Flex_2_12,42
KDR,Flex_2_13,41
KDR,Flex_2_14,33
KDR,Flex_2_15,49
KDR,Flex_2_16,28
KDR,Flex_3_01,43
KDR,Flex_3_02,47
KDR,Flex_3_03,46
KDR,Flex_3_04,47
KDR,Flex_3_05,44
KDR,Flex_3_06,43
KDR,Flex_3_07,38
KDR,Flex_3_08,49
KDR,Flex_3_09,35
KDR,Flex_3_10,43
KDR,Flex_3_11,53
KDR,Flex_3_12,46
KDR,Flex_3_13,54
KDR,Flex_3_14,51
KDR,Flex_3_15,64
KDR,Flex_3_16,44
KIF1B,Flex_1_01,43
KIF1B,Flex_1_02,41
KIF1B,Flex_1_03,45
KIF1B,Flex_1_04,51
KIF1B,Flex_1_05,45
KIF1B,Flex_1_06,41
KIF1B,Flex_1_07,52
KIF1B,Flex_1_08,44
KIF1B,Flex_1_09,48
KIF1B,Flex_1_10,50
KIF1B,Flex_1_11,51
KIF1B,Flex_1_12,54
KIF1B,Flex_1_13,39
KIF1B,Flex_1_14,52
KIF1B,Flex_1_15,47
KIF1B,Flex_1_16,57
KIF1B,Flex_2_01,53
KIF1B,Flex_2_02,50
KIF1B,Flex_2_03,50
KIF1B,Flex_2_04,43
KIF1B,Flex_2_05,52
KIF1B,Flex_2_06,48
KIF1B,Flex_2_07,51
KIF1B,Flex_2_08,50
KIF1B,Flex_2_09,51
KIF1B,Flex_2_10,52
KIF1B,Flex_2_11,48
KIF1B,Flex_2_12,39
KIF1B,Flex_2_13,39
KIF1B,Flex_2_14,45
KIF1B,Flex_2_15,53
KIF1B,Flex_2_16,55
KIF1B,Flex_3_01,48
KIF1B,Flex_3_02,52
KIF1B,Flex_3_03,51
KIF1B,Flex_3_04,52
KIF1B,Flex_3_05,48
KIF1B,Flex_3_06,56
KIF1B,Flex_3_07,54
KIF1B,Flex_3_08,64
KIF1B,Flex_3_09,62
KIF1B,Flex_3_10,60
KIF1B,Flex_3_11,55
KIF1B,Flex_3_12,50
KIF1B,Flex_3_13,62
KIF1B,Flex_3_14,47
KIF1B,Flex_3_15,60
KIF1B,Flex_3_16,47
KIF20A,Flex_1_01,2
KIF20A,Flex_1_02,2
KIF20A,Flex_1_03,2
KIF20A,Flex_1_04,1
KIF20A,Flex_1_05,2
KIF20A,Flex_1_06,4
KIF20A,Flex_1_07,6
KIF20A,Flex_1_08,2
KIF20A,Flex_1_09,3
KIF20A,Flex_1_10,3
KIF20A,Flex_1_11,1
KIF20A,Flex_1_12,2
KIF20A,Flex_1_13,4
KIF20A,Flex_1_14,2
KIF20A,Flex_1_15,3
KIF20A,Flex_1_16,6
KIF20A,Flex_2_01,3
KIF20A,Flex_2_02,4
KIF20A,Flex_2_03,5
KIF20A,Flex_2_04,0
KIF20A,Flex_2_05,4
KIF20A,Flex_2_06,3
KIF20A,Flex_2_07,4
KIF20A,Flex_2_08,3
KIF20A,Flex_2_09,3
KIF20A,Flex_2_10,5
KIF20A,Flex_2_11,4
KIF20A,Flex_2_12,3
KIF20A,Flex_2_13,6
KIF20A,Flex_2_14,4
KIF20A,Flex_2_15,4
KIF20A,Flex_2_16,5
KIF20A,Flex_3_01,5
KIF20A,Flex_3_02,4
KIF20A,Flex_3_03,2
KIF20A,Flex_3_04,4
KIF20A,Flex_3_05,7
KIF20A,Flex_3_06,4
KIF20A,Flex_3_07,0
KIF20A,Flex_3_08,5
KIF20A,Flex_3_09,4
KIF20A,Flex_3_10,6
KIF20A,Flex_3_11,7
KIF20A,Flex_3_12,6
KIF20A,Flex_3_13,6
KIF20A,Flex_3_14,2
KIF20A,Flex_3_15,5
KIF20A,Flex_3_16,11
KLF10,Flex_1_01,36
KLF10,Flex_1_02,42
KLF10,Flex_1_03,35
KLF10,Flex_1_04,32
KLF10,Flex_1_05,25
KLF10,Flex_1_06,54
KLF10,Flex_1_07,42
KLF10,Flex_1_08,31
KLF10,Flex_1_09,27
KLF10,Flex_1_10,43
KLF10,Flex_1_11,27
KLF10,Flex_1_12,38
KLF10,Flex_1_13,34
KLF10,Flex_1_14,43
KLF10,Flex_1_15,49
KLF10,Flex_1_16,37
KLF10,Flex_2_01,49
KLF10,Flex_2_02,46
KLF10,Flex_2_03,36
KLF10,Flex_2_04,48
KLF10,Flex_2_05,33
KLF10,Flex_2_06,44
KLF10,Flex_2_07,30
KLF10,Flex_2_08,32
KLF10,Flex_2_09,40
